category,score
interop-2023-events,904
interop-2024-layout,750
interop-2025-anchor-positioning,737
interop-2025-backdrop-filter,364
interop-2025-core-web-vitals,908
interop-2025-details,894
interop-2025-modules,677
interop-2025-navigation,917
interop-2025-remove-mutation-events,1000
interop-2025-scope,781
interop-2025-scrollend,964
interop-2025-storageaccess,674
interop-2025-textdecoration,911
interop-2025-urlpattern,733
interop-2025-view-transitions,221
interop-2025-webassembly,416
interop-2025-webcompat,729
interop-2025-webrtc,196
interop-2025-writingmodes,443
