category,score
interop-2023-events,670
interop-2023-property,937
interop-2023-url,843
interop-2024-accessibility,860
interop-2024-dir,758
interop-2024-dsd,909
interop-2024-font-size-adjust,674
interop-2024-indexeddb,838
interop-2024-layout,621
interop-2024-nesting,800
interop-2024-popover,756
interop-2024-relative-color,197
interop-2024-scrollbar,329
interop-2024-starting-style-transition-behavior,805
interop-2024-text-wrap,531
interop-2024-video-rvfc,833
interop-2024-websockets,642
