category,score
interop-2021-transforms,976
interop-2022-scrolling,966
interop-2022-subgrid,881
interop-2023-color,978
interop-2023-contain,822
interop-2023-container,893
interop-2023-cssborderimage,1000
interop-2023-cssmasking,872
interop-2023-events,536
interop-2023-flexbox,938
interop-2023-fonts,981
interop-2023-forms,859
interop-2023-grid,907
interop-2023-has,946
interop-2023-inert,1000
interop-2023-mathfunctions,886
interop-2023-mediaqueries,1000
interop-2023-modules,945
interop-2023-motion,723
interop-2023-offscreencanvas,937
interop-2023-property,905
interop-2023-pseudos,967
interop-2023-url,990
interop-2023-webcodecs,820
interop-2023-webcompat,992
interop-2023-webcomponents,1000
