category,score
interop-2021-transforms,976
interop-2022-scrolling,927
interop-2022-subgrid,894
interop-2023-color,993
interop-2023-contain,825
interop-2023-container,945
interop-2023-cssborderimage,1000
interop-2023-cssmasking,899
interop-2023-events,675
interop-2023-flexbox,940
interop-2023-fonts,999
interop-2023-forms,859
interop-2023-grid,908
interop-2023-has,969
interop-2023-inert,1000
interop-2023-mathfunctions,999
interop-2023-mediaqueries,1000
interop-2023-modules,993
interop-2023-motion,902
interop-2023-offscreencanvas,972
interop-2023-property,1000
interop-2023-pseudos,999
interop-2023-url,997
interop-2023-webcodecs,914
interop-2023-webcompat,1000
interop-2023-webcomponents,1000
