date,firefox-version,firefox-interop-2026-anchor-positioning,firefox-interop-2026-attr,firefox-interop-2026-container-style-queries,firefox-interop-2026-contrast-color,firefox-interop-2026-custom-highlights,firefox-interop-2026-dialogs-and-popovers,firefox-interop-2026-fetch,firefox-interop-2026-indexeddb,firefox-interop-2026-jspi-for-wasm,firefox-interop-2026-media-pseudo-classes,firefox-interop-2026-navigation,firefox-interop-2026-scoped-custom-element-registries,firefox-interop-2026-scroll-driven-animations,firefox-interop-2026-scroll-snap,firefox-interop-2026-shape,firefox-interop-2026-view-transitions,firefox-interop-2026-webcompat,firefox-interop-2026-webrtc,firefox-interop-2026-webtransport,firefox-interop-2026-zoom,interop-interop-2026-anchor-positioning,interop-interop-2026-attr,interop-interop-2026-container-style-queries,interop-interop-2026-contrast-color,interop-interop-2026-custom-highlights,interop-interop-2026-dialogs-and-popovers,interop-interop-2026-fetch,interop-interop-2026-indexeddb,interop-interop-2026-jspi-for-wasm,interop-interop-2026-media-pseudo-classes,interop-interop-2026-navigation,interop-interop-2026-scoped-custom-element-registries,interop-interop-2026-scroll-driven-animations,interop-interop-2026-scroll-snap,interop-interop-2026-shape,interop-interop-2026-view-transitions,interop-interop-2026-webcompat,interop-interop-2026-webrtc,interop-interop-2026-webtransport,interop-interop-2026-zoom,revision,metadata-revision
2026-02-06T21:37:44,20260206213744,958,710,551,960,713,785,713,41,1000,0,889,16,325,602,964,802,888,723,781,1000,958,710,551,960,713,785,713,41,1000,0,889,16,325,602,964,802,888,723,781,1000,17c5907449623c60199ec607d9154913b89ad247,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-07T08:59:12,20260207085912,958,804,551,960,713,785,713,41,1000,666,887,16,325,609,964,802,888,723,781,1000,958,804,551,960,713,785,713,41,1000,666,887,16,325,609,964,802,888,723,781,1000,a644f3faa9bac0d2d080b29e82dcb77e8d775e25,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-07T21:14:41,20260207211441,958,804,551,960,713,785,713,41,1000,666,889,16,318,609,964,802,888,723,781,1000,958,804,551,960,713,785,713,41,1000,666,889,16,318,609,964,802,888,723,781,1000,6ad6c4f493c87d3744405b86636b7ddcbb19e8cf,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-08T09:17:40,20260208091740,958,804,551,960,713,960,713,41,1000,666,889,16,325,602,964,802,888,723,781,1000,958,804,551,960,713,960,713,41,1000,666,889,16,325,602,964,802,888,723,781,1000,3aad3ece91a5689e5b47a8dea79e507593a22e98,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-08T20:03:20,20260208200320,958,804,551,960,713,960,713,41,1000,666,889,16,318,609,964,802,888,723,781,1000,958,804,551,960,713,960,713,41,1000,666,889,16,318,609,964,802,888,723,781,1000,af326189e3d9a457f2c2e33971426f654fc1a600,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-09T09:59:05,20260209095905,958,804,551,960,713,960,713,41,1000,666,889,16,325,602,964,802,888,723,781,1000,958,804,551,960,713,960,713,41,1000,666,889,16,325,602,964,802,888,723,781,1000,3cc1872d4d2a1b5008b2d0fd229269ee7c3010a3,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-09T21:08:34,20260209210834,958,804,551,1000,713,960,713,41,1000,666,889,16,325,609,964,802,888,723,781,1000,958,804,551,1000,713,960,713,41,1000,666,889,16,325,609,964,802,888,723,781,1000,cca3a3219008562cf5e7cea7eecc689e98ef39d3,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-10T09:42:34,20260210094234,975,804,551,1000,713,960,713,41,1000,666,889,16,325,609,964,802,888,723,781,1000,975,804,551,1000,713,960,713,41,1000,666,889,16,325,609,964,802,888,723,781,1000,17f7911617c14061fa910c0ed659ae9b146eb270,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-10T21:32:12,20260210213212,975,804,551,1000,723,960,713,41,1000,666,889,16,325,609,964,802,888,723,781,1000,975,804,551,1000,723,960,713,41,1000,666,889,16,325,609,964,802,888,723,781,1000,607240ef4bd8c268d2230d7e76943573c541e2af,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-11T04:11:01,20260211041101,975,804,551,1000,723,960,713,41,1000,666,893,16,325,602,964,802,888,723,781,1000,975,804,551,1000,723,960,713,41,1000,666,893,16,325,602,964,802,888,723,781,1000,66700a891d79fd6ebc6aad5ed90291243a0c2d56,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-11T09:39:27,20260211093927,975,804,551,1000,723,960,713,41,1000,666,894,16,325,609,964,802,888,723,781,1000,975,804,551,1000,723,960,713,41,1000,666,894,16,325,609,964,802,888,723,781,1000,70d698e7fa6aed2dfe9125c1847cc3aaf13772ea,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-11T16:21:25,20260211162125,975,804,551,1000,723,960,713,41,1000,666,893,16,318,602,964,802,888,723,781,1000,975,804,551,1000,723,960,713,41,1000,666,893,16,318,602,964,802,888,723,781,1000,7df40d9149a3d5135ccdcf8602299a76bf7f0081,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-12T09:52:31,20260212095231,975,804,551,1000,723,960,713,41,1000,666,891,16,318,602,964,802,888,723,781,1000,975,804,551,1000,723,960,713,41,1000,666,891,16,318,602,964,802,888,723,781,1000,0aca2c737e84d5bb18e54a84763ce99ef7f82cff,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-13T21:21:22,20260213212122,975,804,551,1000,723,960,713,41,1000,666,893,16,318,602,964,816,888,723,781,1000,975,804,551,1000,723,960,713,41,1000,666,893,16,318,602,964,816,888,723,781,1000,0d74a4189e30b8f76d603c7f00d86d109d8c38e4,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-14T17:33:16,20260214173316,975,804,551,1000,723,960,713,41,1000,666,893,16,325,609,964,816,888,723,781,1000,975,804,551,1000,723,960,713,41,1000,666,893,16,325,609,964,816,888,723,781,1000,844fb16c6ad5b79392ba216d09a4d336cd3528f3,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-15T09:08:51,20260215090851,975,804,608,1000,723,960,713,41,1000,666,894,16,325,602,964,816,888,723,781,1000,975,804,607,1000,723,960,713,41,1000,666,894,16,325,602,964,816,888,723,781,1000,64749829fe68e0bd5611449ec0aa1922efa3611a,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-16T17:31:37,20260216173137,975,846,608,1000,723,968,713,41,1000,666,893,16,318,602,964,816,888,723,781,1000,975,846,607,1000,723,968,713,41,1000,666,893,16,318,602,964,816,888,723,781,1000,72b264b68853f7908bb2e20121fe943b865fdeb0,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-16T21:12:57,20260216211257,975,846,608,1000,723,968,713,41,1000,666,893,16,325,609,964,816,888,723,781,1000,975,846,607,1000,723,968,713,41,1000,666,893,16,325,609,964,816,888,723,781,1000,b2277cca632658fac02ed90c14f730e3cde44311,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-17T05:29:47,20260217052947,975,846,608,1000,723,968,713,41,1000,666,891,16,325,609,964,816,888,723,781,1000,975,846,607,1000,723,968,713,41,1000,666,891,16,325,609,964,816,888,723,781,1000,6095b63f4de49bd937b041a53040931f8e509577,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-18T04:45:52,20260218044552,975,846,608,1000,723,968,713,41,1000,666,894,16,325,602,964,816,888,723,781,1000,975,846,607,1000,723,968,713,41,1000,666,894,16,325,602,964,816,888,723,781,1000,96c5619a38c85065828bc67cc2230077699945f2,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-18T10:03:27,20260218100327,975,846,608,1000,723,968,713,41,1000,666,893,16,325,602,964,816,888,723,781,1000,975,846,607,1000,723,968,713,41,1000,666,893,16,325,602,964,816,888,723,781,1000,acf892607f436f8a49a15d95f06a7c3dc8e2453e,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-18T16:30:18,20260218163018,975,846,608,1000,723,968,713,41,1000,666,894,16,325,609,964,816,888,723,781,1000,975,846,607,1000,723,968,713,41,1000,666,894,16,325,609,964,816,888,723,781,1000,fd22eeadd889e96602ce5848b12faa9470daeda6,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-19T09:45:51,20260219094551,971,846,610,1000,723,968,713,41,1000,666,891,16,325,602,964,816,888,399,781,1000,975,846,609,1000,723,968,713,41,1000,666,891,16,325,602,964,816,888,670,781,1000,f9082c9319910b607e1b028c49b3bd353ab56f5a,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-19T21:52:06,20260219215206,971,846,610,1000,723,968,713,41,1000,666,893,16,325,602,964,816,777,399,781,1000,975,846,609,1000,723,968,713,41,1000,666,893,16,325,602,964,816,777,670,781,1000,64b3c91301e828515c9f7d6d6ff8bf5e0f15a47e,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-20T09:20:58,20260220092058,971,846,760,1000,723,968,713,41,1000,666,891,16,325,602,964,819,888,399,781,1000,975,846,760,1000,723,968,713,41,1000,666,891,16,325,602,964,819,888,670,781,1000,abf3d62a59080fe0923c5e3865c94504095ddc02,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-20T16:27:39,20260220162739,971,846,760,1000,723,968,713,41,1000,666,893,16,318,609,964,819,888,399,781,1000,975,846,760,1000,723,968,713,41,1000,666,893,16,318,609,964,819,888,670,781,1000,d46c043359705d9752844c2dcedefdeffb86dee9,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-21T09:01:24,20260221090124,971,846,760,1000,723,968,713,41,1000,800,891,16,325,609,964,819,888,399,781,1000,975,846,760,1000,723,968,713,41,1000,1000,891,16,325,609,964,819,888,670,781,1000,501ded2d35dff955c19e2e001966eaf6fa34a8a5,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-21T20:50:29,20260221205029,971,846,760,1000,723,968,713,41,1000,800,891,16,318,609,964,819,888,399,781,1000,975,846,760,1000,723,968,713,41,1000,1000,891,16,318,609,964,819,888,670,781,1000,97daf2f83633484041724657b0446ab550c9239d,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-22T09:57:48,20260222095748,971,846,760,1000,723,968,713,41,1000,800,891,16,318,609,964,819,888,399,781,1000,975,846,760,1000,723,968,713,41,1000,1000,891,16,318,609,964,819,888,670,781,1000,7be2aa792dbbf8e4b0c834b5d43ba43a2d21c248,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-22T21:34:44,20260222213444,971,846,760,1000,723,968,713,41,1000,800,891,16,325,602,964,819,888,399,781,1000,975,846,760,1000,723,968,713,41,1000,1000,891,16,325,602,964,819,888,670,781,1000,d816bf449fe10911bb3f19cbc53883e53221c051,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-23T09:16:13,20260223091613,971,846,760,1000,723,968,713,41,1000,800,891,16,318,609,964,819,888,399,781,1000,975,846,760,1000,723,968,713,41,1000,1000,891,16,318,609,964,819,888,670,781,1000,bdb0c41c94b207c8964f71b28aa7de4d1f53c57b,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-23T21:05:45,20260223210545,971,846,760,1000,723,968,713,41,1000,800,891,16,318,602,964,819,888,399,781,1000,975,846,760,1000,723,968,713,41,1000,1000,891,16,318,602,964,819,888,670,781,1000,4fcd6061bb965a4f6c8b9f4a43b86e6ef49e9815,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-24T03:43:24,20260224034324,971,846,828,1000,723,968,713,41,1000,800,889,16,318,602,964,819,777,399,781,1000,975,846,828,1000,723,968,713,41,1000,1000,889,16,318,602,964,819,777,670,781,1000,02dd9f8b7312739ff3ac19dffc2ef8fe37fb145e,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-24T09:50:58,20260224095058,971,846,828,1000,723,968,713,41,1000,800,891,16,318,602,964,819,888,399,781,1000,975,846,828,1000,723,968,713,41,1000,1000,891,16,318,602,964,819,888,670,781,1000,12cf317db3423854dcb48bf263ec60b61575d380,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-25T04:54:35,20260225045435,971,846,828,1000,723,968,713,41,1000,800,889,15,325,587,964,819,888,399,781,1000,975,846,828,1000,723,968,713,41,1000,1000,889,15,325,587,964,819,888,670,781,1000,7548ad175243305a8a2f655113e9bba4bba8fba5,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-25T09:48:43,20260225094843,971,846,828,1000,723,968,713,41,1000,800,889,15,318,602,964,819,888,700,781,1000,975,846,828,1000,723,968,713,41,1000,1000,889,15,318,602,964,819,888,700,781,1000,65436b00c9370e42ea77c76f78418ccc7043ac3d,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-25T21:31:26,20260225213126,971,846,828,1000,925,968,713,41,1000,800,891,15,334,602,964,819,888,700,781,1000,975,846,828,1000,925,968,713,41,1000,1000,891,15,334,602,964,819,888,700,781,1000,fbebab436f8b9357bd473dcb8e890f1be007a343,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-26T09:24:47,20260226092447,971,846,828,1000,925,968,713,41,1000,800,891,15,337,600,964,819,888,698,781,1000,975,846,828,1000,925,968,713,41,1000,1000,891,15,337,600,964,819,888,698,781,1000,a69469d257c5274b5403fb0561d18258cad3edb4,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-27T09:06:53,20260227090653,975,846,828,1000,925,968,713,41,1000,1000,891,15,337,639,964,819,888,698,781,1000,975,846,828,1000,925,968,713,41,1000,1000,891,15,337,639,964,819,888,698,781,1000,69326b7edf8166a75eba45b4f156f7a9727be83a,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-28T09:11:14,20260228091114,975,846,828,1000,944,968,713,41,1000,1000,891,15,330,639,964,819,888,698,781,1000,975,846,828,1000,944,968,713,41,1000,1000,891,15,330,639,964,819,888,698,781,1000,9c9255644cf19635abd11fa41e39ed78be724461,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-02-28T21:02:22,20260228210222,975,846,828,1000,944,968,713,41,1000,1000,891,15,330,639,964,819,888,698,781,1000,975,846,828,1000,944,968,713,41,1000,1000,891,15,330,639,964,819,888,698,781,1000,2350197092c0472a695b17ab2f92939f65fc3900,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-01T09:10:22,20260301091022,975,846,828,1000,944,968,713,41,1000,1000,891,15,330,639,964,819,888,698,781,1000,975,846,828,1000,944,968,713,41,1000,1000,891,15,330,639,964,819,888,698,781,1000,d196b0e15fb423d4e8dea0a6a924664ca6a7248f,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-03T09:56:35,20260303095635,975,846,831,1000,944,968,713,41,1000,1000,891,171,338,639,964,819,888,698,781,1000,975,846,831,1000,944,968,713,41,1000,1000,891,171,338,639,964,819,888,698,781,1000,887fb4b92f0ce8fab484377f1715d972ead217cc,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-05T13:59:02,20260305135902,975,846,832,1000,961,968,713,41,1000,1000,889,171,332,639,964,819,888,698,781,1000,975,846,832,1000,961,968,713,41,1000,1000,889,171,331,639,964,819,888,698,781,1000,ce8b558339d442486151f5110b809d1e306026c6,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-05T09:33:21,20260305093321,975,846,832,1000,961,968,713,41,1000,1000,891,171,332,639,964,819,888,698,781,1000,975,846,832,1000,961,968,713,41,1000,1000,891,171,331,639,964,819,888,698,781,1000,9353333ee20fc0f17cc6fd1f1a5b8d3cc6d7c20e,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-06T21:58:30,20260306215830,975,846,832,1000,961,968,713,41,1000,1000,898,171,339,639,964,819,888,709,781,1000,975,846,832,1000,961,968,713,41,1000,1000,898,171,339,639,964,819,888,709,781,1000,f82bb3867ea577d8c0330fc41d5e5a7260a0437f,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-08T09:28:14,20260308092814,975,846,832,1000,961,968,713,41,1000,1000,898,171,338,639,964,819,888,709,781,1000,975,846,832,1000,961,968,713,41,1000,1000,898,171,338,639,964,819,888,709,781,1000,30e6beb09311b770b57a03b74c74bff046f4de63,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-09T21:41:49,20260309214149,975,846,832,1000,961,968,713,41,1000,1000,898,171,338,639,964,819,888,709,781,1000,975,846,832,1000,961,968,713,41,1000,1000,898,171,338,639,964,819,888,709,781,1000,bf70e87813211aafe3eb0f04cffcd0e55c6cf7ea,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-10T09:45:46,20260310094546,975,846,832,1000,961,968,713,41,1000,1000,898,300,339,639,964,819,888,709,781,1000,975,846,832,1000,961,968,713,41,1000,1000,898,300,339,639,964,819,888,709,781,1000,8b83431c417d4d05203edeb49aeab24666ad8864,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-10T21:26:50,20260310212650,975,846,832,1000,961,968,713,41,1000,1000,898,300,339,639,964,819,888,709,780,1000,975,846,832,1000,961,968,713,41,1000,1000,898,300,339,639,964,819,888,709,780,1000,869fa658ac0bff9e2e33abfd8b190ee9a7700912,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-11T05:06:22,20260311050622,975,846,832,1000,961,968,713,41,1000,1000,898,300,339,639,964,819,888,709,780,1000,975,846,832,1000,961,968,713,41,1000,1000,898,300,339,639,964,819,888,709,780,1000,d669b0133e0ebd1ccd3806796989f866bbc19887,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-11T21:24:28,20260311212428,975,846,832,1000,961,968,713,41,1000,1000,898,300,339,639,964,819,888,662,780,1000,975,846,832,1000,961,968,713,41,1000,1000,898,300,339,639,964,819,888,709,780,1000,85fa97819aa5346277ef53087ae97e9b39072605,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-13T02:53:36,20260313025336,975,846,832,1000,961,968,713,41,1000,1000,896,300,339,639,964,819,888,662,780,1000,975,846,832,1000,961,968,713,41,1000,1000,896,300,339,639,964,819,888,709,780,1000,4406f8052ac87ded8e6bea1d998f7a3045decd01,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-13T09:43:29,20260313094329,975,846,832,1000,961,968,713,41,1000,1000,896,300,339,639,964,819,888,673,780,1000,975,846,832,1000,961,968,713,41,1000,1000,896,300,339,639,964,819,888,721,780,1000,7bada62955268708db3bb09358944ee65c072f13,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-13T21:31:58,20260313213158,975,846,832,1000,961,968,713,41,1000,1000,911,300,339,639,964,819,888,673,780,1000,975,846,832,1000,961,968,713,41,1000,1000,911,300,339,639,964,819,888,721,780,1000,f48076e3b372d7ca9e76d363eb23edea973cd91c,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-14T09:15:16,20260314091516,975,846,832,1000,961,968,713,41,1000,1000,911,300,339,639,964,819,888,673,780,1000,975,846,832,1000,961,968,713,41,1000,1000,911,300,339,639,964,819,888,721,780,1000,0431cd2cc4c09562a1d741d6ad90bb65eec2dce5,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-14T21:27:57,20260314212757,975,846,832,1000,961,968,713,41,1000,1000,911,300,339,639,964,819,888,673,780,1000,975,846,832,1000,961,968,713,41,1000,1000,911,300,339,639,964,819,888,721,780,1000,082e6f7f2319b41b018adbe6ee05f33874656a08,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-15T08:57:00,20260315085700,975,846,832,1000,961,968,713,41,1000,1000,911,300,339,639,964,819,888,673,780,1000,975,846,832,1000,961,968,713,41,1000,1000,911,300,339,639,964,819,888,721,780,1000,c88d643b1d753a46526dbee7f44d89212fff48ff,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-16T21:45:56,20260316214556,975,846,832,1000,961,968,713,41,1000,1000,911,299,339,639,964,819,888,673,780,1000,975,846,832,1000,961,968,713,41,1000,1000,911,298,339,639,964,819,888,721,780,1000,d75d6fbafe8e207a9d6901eb9174cb81c69c8a21,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-17T05:29:13,20260317052913,975,846,832,1000,961,968,713,41,1000,1000,911,299,339,639,964,819,888,673,780,1000,975,846,832,1000,961,968,713,41,1000,1000,911,298,339,639,964,819,888,721,780,1000,fc6d9085013b872bfddc3ba252ea2e318cab80f8,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-17T09:19:56,20260317091956,975,846,832,1000,961,968,713,41,1000,1000,912,299,339,639,964,819,888,673,780,1000,975,846,832,1000,961,968,713,41,1000,1000,912,298,339,639,964,819,888,721,780,1000,09bbcab331fb723c4ab6316d486e2500fb8f4365,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-18T04:17:17,20260318041717,975,846,832,1000,961,968,713,41,1000,1000,911,299,339,639,964,824,888,673,780,1000,975,846,832,1000,961,968,713,41,1000,1000,911,298,339,639,964,824,888,721,780,1000,fc4b1a94b08bc9f04fd5ebd3cda7a1251a2f5499,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-18T09:29:01,20260318092901,975,846,832,1000,961,968,713,41,1000,1000,909,299,339,639,964,824,888,673,780,1000,975,846,832,1000,961,968,713,41,1000,1000,909,298,339,639,964,824,888,721,780,1000,97f49e2db85fc1a6b15605ef85bf1331726536ca,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-18T21:33:36,20260318213336,975,846,832,1000,961,968,713,41,1000,1000,909,299,339,639,964,824,888,673,780,1000,975,846,832,1000,961,968,713,41,1000,1000,909,298,339,639,964,824,888,721,780,1000,e52ef55079f792c6f0cb79aa121a119866637e1f,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-20T16:11:29,20260320161129,975,846,832,1000,980,968,713,41,1000,1000,911,299,339,639,964,824,1000,673,780,1000,975,846,832,1000,980,968,713,41,1000,1000,911,298,339,639,964,824,1000,721,780,1000,81adc19b420f055dd9e5b1ef30962829b403437d,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-20T20:32:03,20260320203203,975,846,832,1000,980,968,713,41,1000,1000,909,299,339,639,964,824,1000,673,780,1000,975,846,832,1000,980,968,713,41,1000,1000,909,298,339,639,964,824,1000,721,780,1000,9d96364767781b2fc97421d3a7b01e743f42859e,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-21T09:47:22,20260321094722,975,846,919,1000,980,968,713,41,1000,1000,911,299,339,639,964,824,1000,673,780,1000,975,846,919,1000,980,968,713,41,1000,1000,911,298,339,639,964,824,1000,721,780,1000,9ad8eed64ea35de5937d9ee89eeb1f867e727902,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-21T20:51:52,20260321205152,975,846,919,1000,980,968,713,41,1000,1000,909,299,339,639,964,824,1000,673,780,1000,975,846,919,1000,980,968,713,41,1000,1000,909,298,339,639,964,824,1000,721,780,1000,f217b220706fe63605e549c0a9f994348dcafaa3,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-23T00:18:04,20260323001804,975,846,919,1000,980,968,713,41,1000,1000,911,299,339,639,964,824,1000,673,780,1000,975,846,919,1000,980,968,713,41,1000,1000,911,298,339,639,964,824,1000,721,780,1000,0fa3dfdbb00c8babe89f202457343e68b5b84f03,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-24T09:50:02,20260324095002,975,846,919,1000,980,968,713,41,1000,1000,911,299,339,639,964,824,1000,673,668,1000,975,846,919,1000,980,968,713,41,1000,1000,911,298,339,639,964,824,1000,721,783,1000,796ebba319e077c8b79384b5812a0f88546cd7d4,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-24T21:46:22,20260324214622,975,870,919,1000,980,968,713,41,1000,1000,911,299,339,639,964,828,1000,673,668,1000,975,870,919,1000,980,968,713,41,1000,1000,911,298,339,639,964,828,1000,721,783,1000,1f2552c4d19da76efc011a18219ce004d3d89e5c,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-25T04:55:19,20260325045519,975,870,919,1000,980,968,713,41,1000,1000,911,299,339,639,964,828,1000,673,668,1000,975,870,919,1000,980,968,713,41,1000,1000,911,298,339,639,964,828,1000,721,783,1000,ac0ec9889b57bfa8b8bd888c6a07934e517bd9af,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-25T09:36:37,20260325093637,975,870,919,1000,980,968,713,41,1000,1000,911,299,339,639,964,828,1000,673,668,1000,975,870,919,1000,980,968,713,41,1000,1000,911,298,339,639,964,828,1000,721,783,1000,32f9ea668969fe2d34b5a251f20fc0c9b3f6350f,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-25T21:21:51,20260325212151,975,870,919,1000,980,968,713,41,1000,1000,911,299,339,639,964,828,1000,673,668,1000,975,870,919,1000,980,968,713,41,1000,1000,911,298,339,639,964,828,1000,721,783,1000,b431043d8af26374a363e9489091e112dc32986c,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-26T08:06:30,20260326080630,975,870,919,1000,980,968,713,41,1000,1000,912,299,339,639,964,828,1000,673,668,1000,975,870,919,1000,980,968,713,41,1000,1000,912,298,339,639,964,828,1000,721,783,1000,305f77cef75028c9a2556017604f487496821eaa,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-26T09:54:54,20260326095454,975,930,919,1000,980,968,713,41,1000,1000,911,299,339,639,964,828,1000,673,668,1000,975,930,919,1000,980,968,713,41,1000,1000,911,298,339,639,964,828,1000,721,783,1000,e408e7705e7d720080ff2d20b6fa20ba17ca760d,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-27T09:23:54,20260327092354,975,930,919,1000,980,968,713,41,1000,1000,911,299,339,639,964,828,1000,673,668,1000,975,930,919,1000,980,968,713,41,1000,1000,911,298,339,639,964,828,1000,721,783,1000,739a22fbb32aa6e7686017b10a3af36efab0d997,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-27T21:42:19,20260327214219,975,930,919,1000,980,968,713,41,1000,1000,909,299,339,639,964,828,1000,682,668,1000,975,930,919,1000,980,968,713,41,1000,1000,909,298,339,639,964,828,1000,731,783,1000,50e39db7c41d669ec88462cc73d8dd3501b5e429,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-28T17:14:23,20260328171423,975,930,919,1000,980,968,713,41,1000,1000,911,299,339,639,964,828,1000,682,668,1000,975,930,919,1000,980,968,713,41,1000,1000,911,298,339,639,964,828,1000,731,783,1000,5852bb67dd3b4f6558fc32fbe11e8474c3626e47,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-28T20:03:38,20260328200338,975,930,919,1000,980,968,713,41,1000,1000,911,299,339,639,964,828,1000,682,668,1000,975,930,919,1000,980,968,713,41,1000,1000,911,298,339,639,964,828,1000,731,783,1000,8e941630524a230f9342db0dad8061dcabcbad12,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-29T09:30:51,20260329093051,975,930,919,1000,980,968,713,41,1000,1000,909,299,339,639,964,828,1000,682,668,1000,975,930,919,1000,980,968,713,41,1000,1000,909,298,339,639,964,828,1000,731,783,1000,1ea5bc3947f2af1c37a4caae5d5472836e3dbdc2,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
2026-03-30T09:33:32,20260330093332,975,930,919,1000,980,968,713,41,1000,1000,909,299,339,639,964,828,1000,682,668,1000,975,930,919,1000,980,968,713,41,1000,1000,909,298,339,639,964,828,1000,731,783,1000,381df99d5fa440f09960e020224cc87918380c4c,dea3be3fc0bea6e45775114a90c1b12ea8130c3c
