category,score
interop-2021-transforms,969
interop-2022-scrolling,947
interop-2022-subgrid,693
interop-2023-color,948
interop-2023-contain,718
interop-2023-container,806
interop-2023-cssborderimage,801
interop-2023-cssmasking,862
interop-2023-events,323
interop-2023-flexbox,932
interop-2023-fonts,904
interop-2023-forms,844
interop-2023-grid,906
interop-2023-has,750
interop-2023-inert,714
interop-2023-mathfunctions,881
interop-2023-mediaqueries,622
interop-2023-modules,483
interop-2023-motion,715
interop-2023-offscreencanvas,0
interop-2023-property,45
interop-2023-pseudos,333
interop-2023-url,947
interop-2023-webcodecs,14
interop-2023-webcompat,541
interop-2023-webcomponents,603
