category,score
interop-2021-transforms,963
interop-2022-scrolling,935
interop-2022-subgrid,772
interop-2023-color,944
interop-2023-contain,827
interop-2023-container,897
interop-2023-cssborderimage,933
interop-2023-cssmasking,979
interop-2023-events,744
interop-2023-flexbox,969
interop-2023-fonts,1000
interop-2023-forms,969
interop-2023-grid,882
interop-2023-has,239
interop-2023-inert,1000
interop-2023-mathfunctions,795
interop-2023-mediaqueries,979
interop-2023-modules,941
interop-2023-motion,501
interop-2023-offscreencanvas,915
interop-2023-property,47
interop-2023-pseudos,956
interop-2023-url,814
interop-2023-webcodecs,14
interop-2023-webcompat,687
interop-2023-webcomponents,957
