category,score
interop-2021-transforms,979
interop-2022-scrolling,948
interop-2022-subgrid,167
interop-2023-color,985
interop-2023-contain,982
interop-2023-container,998
interop-2023-cssborderimage,998
interop-2023-cssmasking,701
interop-2023-events,653
interop-2023-flexbox,994
interop-2023-fonts,980
interop-2023-forms,850
interop-2023-grid,994
interop-2023-has,974
interop-2023-inert,1000
interop-2023-mathfunctions,753
interop-2023-mediaqueries,999
interop-2023-modules,996
interop-2023-motion,430
interop-2023-offscreencanvas,936
interop-2023-property,976
interop-2023-pseudos,769
interop-2023-url,833
interop-2023-webcodecs,983
interop-2023-webcompat,783
interop-2023-webcomponents,920
