category,score
interop-2026-anchor-positioning,994
interop-2026-attr,998
interop-2026-container-style-queries,896
interop-2026-contrast-color,1000
interop-2026-custom-highlights,875
interop-2026-dialogs-and-popovers,917
interop-2026-fetch,771
interop-2026-indexeddb,1000
interop-2026-jspi-for-wasm,1000
interop-2026-media-pseudo-classes,733
interop-2026-navigation,912
interop-2026-scoped-custom-element-registries,997
interop-2026-scroll-driven-animations,985
interop-2026-scroll-snap,878
interop-2026-shape,958
interop-2026-view-transitions,989
interop-2026-webcompat,777
interop-2026-webrtc,960
interop-2026-webtransport,649
interop-2026-zoom,969
