category,score
interop-2026-anchor-positioning,993
interop-2026-attr,998
interop-2026-container-style-queries,894
interop-2026-contrast-color,1000
interop-2026-custom-highlights,972
interop-2026-dialogs-and-popovers,884
interop-2026-fetch,846
interop-2026-indexeddb,1000
interop-2026-jspi-for-wasm,1000
interop-2026-media-pseudo-classes,0
interop-2026-navigation,990
interop-2026-scoped-custom-element-registries,966
interop-2026-scroll-driven-animations,960
interop-2026-scroll-snap,922
interop-2026-shape,892
interop-2026-view-transitions,989
interop-2026-webcompat,888
interop-2026-webrtc,880
interop-2026-webtransport,753
interop-2026-zoom,1000
