category,score
interop-2026-anchor-positioning,1000
interop-2026-attr,998
interop-2026-container-style-queries,1000
interop-2026-contrast-color,1000
interop-2026-custom-highlights,1000
interop-2026-dialogs-and-popovers,1000
interop-2026-fetch,719
interop-2026-indexeddb,1000
interop-2026-jspi-for-wasm,1000
interop-2026-media-pseudo-classes,920
interop-2026-navigation,953
interop-2026-scoped-custom-element-registries,19
interop-2026-scroll-driven-animations,88
interop-2026-scroll-snap,1000
interop-2026-shape,958
interop-2026-view-transitions,795
interop-2026-webcompat,1000
interop-2026-webrtc,872
interop-2026-webtransport,862
interop-2026-zoom,1000
