category,score
interop-2023-events,988
interop-2024-layout,358
interop-2025-anchor-positioning,530
interop-2025-backdrop-filter,130
interop-2025-core-web-vitals,982
interop-2025-details,456
interop-2025-modules,1000
interop-2025-navigation,913
interop-2025-remove-mutation-events,1000
interop-2025-scope,862
interop-2025-scrollend,964
interop-2025-storageaccess,988
interop-2025-textdecoration,1000
interop-2025-urlpattern,998
interop-2025-view-transitions,194
interop-2025-webassembly,1000
interop-2025-webcompat,524
interop-2025-webrtc,1000
interop-2025-writingmodes,160
