category,score
interop-2023-events,1000
interop-2023-property,930
interop-2023-url,895
interop-2024-accessibility,856
interop-2024-dir,864
interop-2024-dsd,986
interop-2024-font-size-adjust,1000
interop-2024-indexeddb,960
interop-2024-layout,940
interop-2024-nesting,959
interop-2024-popover,1000
interop-2024-relative-color,50
interop-2024-scrollbar,1000
interop-2024-starting-style-transition-behavior,125
interop-2024-text-wrap,1000
interop-2024-video-rvfc,83
interop-2024-websockets,1000
