category,score
interop-2023-events,796
interop-2024-layout,943
interop-2025-anchor-positioning,146
interop-2025-backdrop-filter,800
interop-2025-core-web-vitals,44
interop-2025-details,725
interop-2025-modules,824
interop-2025-navigation,7
interop-2025-remove-mutation-events,900
interop-2025-scope,791
interop-2025-scrollend,31
interop-2025-storageaccess,330
interop-2025-textdecoration,738
interop-2025-urlpattern,1000
interop-2025-view-transitions,865
interop-2025-webassembly,0
interop-2025-webcompat,521
interop-2025-webrtc,712
interop-2025-writingmodes,683
