category,score
interop-2023-events,928
interop-2024-layout,914
interop-2025-anchor-positioning,929
interop-2025-backdrop-filter,956
interop-2025-core-web-vitals,983
interop-2025-details,934
interop-2025-modules,766
interop-2025-navigation,987
interop-2025-remove-mutation-events,1000
interop-2025-scope,967
interop-2025-scrollend,1000
interop-2025-storageaccess,696
interop-2025-textdecoration,1000
interop-2025-urlpattern,977
interop-2025-view-transitions,931
interop-2025-webassembly,500
interop-2025-webcompat,951
interop-2025-webrtc,722
interop-2025-writingmodes,988
