category,score
interop-2023-events,498
interop-2023-property,924
interop-2023-url,995
interop-2024-accessibility,914
interop-2024-dir,942
interop-2024-dsd,967
interop-2024-font-size-adjust,1000
interop-2024-indexeddb,953
interop-2024-layout,925
interop-2024-nesting,763
interop-2024-popover,981
interop-2024-relative-color,82
interop-2024-scrollbar,482
interop-2024-starting-style-transition-behavior,933
interop-2024-text-wrap,1000
interop-2024-video-rvfc,861
interop-2024-websockets,1000
