category,score
interop-2023-events,865
interop-2023-property,933
interop-2023-url,956
interop-2024-accessibility,999
interop-2024-dir,950
interop-2024-dsd,1000
interop-2024-font-size-adjust,840
interop-2024-indexeddb,950
interop-2024-layout,735
interop-2024-nesting,948
interop-2024-popover,878
interop-2024-relative-color,898
interop-2024-scrollbar,468
interop-2024-starting-style-transition-behavior,972
interop-2024-text-wrap,1000
interop-2024-video-rvfc,1000
interop-2024-websockets,928
