category,score
interop-2021-transforms,985
interop-2022-scrolling,937
interop-2022-subgrid,812
interop-2023-color,955
interop-2023-contain,823
interop-2023-container,906
interop-2023-cssborderimage,973
interop-2023-cssmasking,970
interop-2023-events,763
interop-2023-flexbox,982
interop-2023-fonts,1000
interop-2023-forms,995
interop-2023-grid,890
interop-2023-has,239
interop-2023-inert,1000
interop-2023-mathfunctions,991
interop-2023-mediaqueries,1000
interop-2023-modules,1000
interop-2023-motion,517
interop-2023-offscreencanvas,995
interop-2023-property,47
interop-2023-pseudos,946
interop-2023-url,832
interop-2023-webcodecs,14
interop-2023-webcompat,790
interop-2023-webcomponents,963
