category,score
interop-2023-events,845
interop-2024-layout,754
interop-2025-anchor-positioning,722
interop-2025-backdrop-filter,347
interop-2025-core-web-vitals,915
interop-2025-details,921
interop-2025-modules,766
interop-2025-navigation,905
interop-2025-remove-mutation-events,1000
interop-2025-scope,967
interop-2025-scrollend,964
interop-2025-storageaccess,674
interop-2025-textdecoration,957
interop-2025-urlpattern,733
interop-2025-view-transitions,240
interop-2025-webassembly,500
interop-2025-webcompat,827
interop-2025-webrtc,200
interop-2025-writingmodes,467
