category,score
interop-2021-transforms,980
interop-2022-scrolling,913
interop-2022-subgrid,881
interop-2023-color,985
interop-2023-contain,730
interop-2023-container,845
interop-2023-cssborderimage,973
interop-2023-cssmasking,891
interop-2023-events,441
interop-2023-flexbox,935
interop-2023-fonts,935
interop-2023-forms,856
interop-2023-grid,906
interop-2023-has,895
interop-2023-inert,947
interop-2023-mathfunctions,932
interop-2023-mediaqueries,999
interop-2023-modules,922
interop-2023-motion,667
interop-2023-offscreencanvas,880
interop-2023-property,937
interop-2023-pseudos,873
interop-2023-url,965
interop-2023-webcodecs,615
interop-2023-webcompat,685
interop-2023-webcomponents,927
