category,score
interop-2023-events,777
interop-2023-property,919
interop-2023-url,897
interop-2024-accessibility,968
interop-2024-dir,868
interop-2024-dsd,1000
interop-2024-font-size-adjust,1000
interop-2024-indexeddb,997
interop-2024-layout,940
interop-2024-nesting,1000
interop-2024-popover,1000
interop-2024-relative-color,198
interop-2024-scrollbar,1000
interop-2024-starting-style-transition-behavior,958
interop-2024-text-wrap,1000
interop-2024-video-rvfc,83
interop-2024-websockets,1000
