category,score
interop-2023-events,808
interop-2024-layout,956
interop-2025-anchor-positioning,824
interop-2025-backdrop-filter,985
interop-2025-core-web-vitals,37
interop-2025-details,956
interop-2025-modules,980
interop-2025-navigation,928
interop-2025-remove-mutation-events,1000
interop-2025-scope,958
interop-2025-scrollend,26
interop-2025-storageaccess,541
interop-2025-textdecoration,991
interop-2025-urlpattern,1000
interop-2025-view-transitions,988
interop-2025-webassembly,0
interop-2025-webcompat,719
interop-2025-webrtc,943
interop-2025-writingmodes,840
