category,score
interop-2026-anchor-positioning,994
interop-2026-attr,118
interop-2026-container-style-queries,838
interop-2026-contrast-color,1000
interop-2026-custom-highlights,673
interop-2026-dialogs-and-popovers,240
interop-2026-fetch,731
interop-2026-indexeddb,41
interop-2026-jspi-for-wasm,76
interop-2026-media-pseudo-classes,800
interop-2026-navigation,921
interop-2026-scoped-custom-element-registries,933
interop-2026-scroll-driven-animations,943
interop-2026-scroll-snap,465
interop-2026-shape,954
interop-2026-view-transitions,973
interop-2026-webcompat,555
interop-2026-webrtc,698
interop-2026-webtransport,556
interop-2026-zoom,934
