category,score
interop-2023-events,770
interop-2023-property,919
interop-2023-url,897
interop-2024-accessibility,964
interop-2024-dir,868
interop-2024-dsd,1000
interop-2024-font-size-adjust,1000
interop-2024-indexeddb,989
interop-2024-layout,940
interop-2024-nesting,963
interop-2024-popover,994
interop-2024-relative-color,152
interop-2024-scrollbar,1000
interop-2024-starting-style-transition-behavior,958
interop-2024-text-wrap,1000
interop-2024-video-rvfc,83
interop-2024-websockets,1000
