category,score
interop-2026-anchor-positioning,498
interop-2026-attr,111
interop-2026-container-style-queries,47
interop-2026-contrast-color,760
interop-2026-custom-highlights,165
interop-2026-dialogs-and-popovers,572
interop-2026-fetch,717
interop-2026-indexeddb,41
interop-2026-jspi-for-wasm,76
interop-2026-media-pseudo-classes,0
interop-2026-navigation,880
interop-2026-scoped-custom-element-registries,16
interop-2026-scroll-driven-animations,259
interop-2026-scroll-snap,493
interop-2026-shape,880
interop-2026-view-transitions,242
interop-2026-webcompat,844
interop-2026-webrtc,695
interop-2026-webtransport,169
interop-2026-zoom,181
