category,score
interop-2026-anchor-positioning,994
interop-2026-attr,130
interop-2026-container-style-queries,838
interop-2026-contrast-color,1000
interop-2026-custom-highlights,683
interop-2026-dialogs-and-popovers,484
interop-2026-fetch,771
interop-2026-indexeddb,41
interop-2026-jspi-for-wasm,1000
interop-2026-media-pseudo-classes,800
interop-2026-navigation,927
interop-2026-scoped-custom-element-registries,940
interop-2026-scroll-driven-animations,958
interop-2026-scroll-snap,496
interop-2026-shape,1000
interop-2026-view-transitions,976
interop-2026-webcompat,555
interop-2026-webrtc,938
interop-2026-webtransport,613
interop-2026-zoom,939
