category,score
interop-2023-events,797
interop-2024-layout,750
interop-2025-anchor-positioning,718
interop-2025-backdrop-filter,376
interop-2025-core-web-vitals,915
interop-2025-details,913
interop-2025-modules,764
interop-2025-navigation,920
interop-2025-remove-mutation-events,1000
interop-2025-scope,935
interop-2025-scrollend,964
interop-2025-storageaccess,617
interop-2025-textdecoration,1000
interop-2025-urlpattern,728
interop-2025-view-transitions,232
interop-2025-webassembly,500
interop-2025-webcompat,851
interop-2025-webrtc,200
interop-2025-writingmodes,467
