category,score
interop-2026-anchor-positioning,941
interop-2026-attr,111
interop-2026-container-style-queries,551
interop-2026-contrast-color,1000
interop-2026-custom-highlights,713
interop-2026-dialogs-and-popovers,960
interop-2026-fetch,713
interop-2026-indexeddb,41
interop-2026-jspi-for-wasm,76
interop-2026-media-pseudo-classes,666
interop-2026-navigation,887
interop-2026-scoped-custom-element-registries,16
interop-2026-scroll-driven-animations,325
interop-2026-scroll-snap,584
interop-2026-shape,964
interop-2026-view-transitions,775
interop-2026-webcompat,888
interop-2026-webrtc,674
interop-2026-webtransport,781
interop-2026-zoom,1000
