date,chrome_android-version,chrome_android-interop-2023-events,chrome_android-interop-2024-layout,chrome_android-interop-2025-anchor-positioning,chrome_android-interop-2025-backdrop-filter,chrome_android-interop-2025-core-web-vitals,chrome_android-interop-2025-details,chrome_android-interop-2025-modules,chrome_android-interop-2025-navigation,chrome_android-interop-2025-remove-mutation-events,chrome_android-interop-2025-scope,chrome_android-interop-2025-scrollend,chrome_android-interop-2025-storageaccess,chrome_android-interop-2025-textdecoration,chrome_android-interop-2025-urlpattern,chrome_android-interop-2025-view-transitions,chrome_android-interop-2025-webassembly,chrome_android-interop-2025-webcompat,chrome_android-interop-2025-webrtc,chrome_android-interop-2025-writingmodes,firefox_android-version,firefox_android-interop-2023-events,firefox_android-interop-2024-layout,firefox_android-interop-2025-anchor-positioning,firefox_android-interop-2025-backdrop-filter,firefox_android-interop-2025-core-web-vitals,firefox_android-interop-2025-details,firefox_android-interop-2025-modules,firefox_android-interop-2025-navigation,firefox_android-interop-2025-remove-mutation-events,firefox_android-interop-2025-scope,firefox_android-interop-2025-scrollend,firefox_android-interop-2025-storageaccess,firefox_android-interop-2025-textdecoration,firefox_android-interop-2025-urlpattern,firefox_android-interop-2025-view-transitions,firefox_android-interop-2025-webassembly,firefox_android-interop-2025-webcompat,firefox_android-interop-2025-webrtc,firefox_android-interop-2025-writingmodes,interop-interop-2023-events,interop-interop-2024-layout,interop-interop-2025-anchor-positioning,interop-interop-2025-backdrop-filter,interop-interop-2025-core-web-vitals,interop-interop-2025-details,interop-interop-2025-modules,interop-interop-2025-navigation,interop-interop-2025-remove-mutation-events,interop-interop-2025-scope,interop-interop-2025-scrollend,interop-interop-2025-storageaccess,interop-interop-2025-textdecoration,interop-interop-2025-urlpattern,interop-interop-2025-view-transitions,interop-interop-2025-webassembly,interop-interop-2025-webcompat,interop-interop-2025-webrtc,interop-interop-2025-writingmodes,revision
2025-01-01T01:38:56.188000+00:00,133.0.6931.0,853,742,751,304,925,717,788,947,0,967,821,628,911,750,205,0,650,627,435,135.0a1-nightly,904,953,148,768,585,403,100,4,0,119,750,863,991,1,68,0,643,718,931,829,707,145,328,576,420,100,4,0,119,913,583,909,1,38,0,609,554,407,58c1148991566b4b3454edac0f9a8e11010e20b2
2025-01-04T01:53:10.751000+00:00,133.0.6937.0,845,745,751,289,928,739,788,942,0,967,821,628,911,750,213,0,686,627,406,135.0a1-nightly,904,953,148,768,577,403,100,4,0,119,750,863,991,1,68,0,643,718,931,820,709,142,312,545,420,100,4,0,119,913,583,909,1,38,0,638,554,377,b28af7109ba871a004f8f0b58497c80664dc55fa
2025-01-10T02:03:34.191000+00:00,134.0.6948.0,849,746,755,275,911,695,788,947,0,935,821,628,911,750,213,0,674,627,412,136.0a1-nightly,908,953,148,840,577,403,100,4,0,119,750,863,991,1,68,0,643,718,931,825,711,145,275,562,420,100,4,0,119,913,583,909,1,38,0,624,554,383,2d0f23b5fa22d4a12d670801e3bbd1c76391b23e
2025-01-14T01:08:59.554000+00:00,134.0.6956.0,849,749,763,304,954,739,788,947,0,967,821,628,911,750,202,0,686,607,423,136.0a1-nightly,908,953,148,840,585,403,100,4,0,119,750,863,991,1,68,0,667,718,931,825,713,144,304,578,447,100,4,0,119,913,583,909,1,38,0,620,554,395,6444e5185e75e0e3e57bc7879f59e5a19570793d
2025-01-17T01:57:06.668000+00:00,134.0.6962.0,849,748,759,275,937,760,788,947,0,967,821,628,911,750,209,0,650,607,423,136.0a1-nightly,908,953,148,840,585,403,100,4,0,119,750,863,991,1,68,0,667,718,931,825,712,144,275,578,447,100,4,0,119,913,583,909,1,34,0,620,554,395,109d4a64f757cc6689e7050f1cea59a2c1823eca
2025-01-21T01:33:33.312000+00:00,134.0.6970.0,833,748,755,289,945,710,788,947,0,967,821,628,911,750,217,0,699,627,441,136.0a1-nightly,908,955,148,840,577,468,100,4,0,119,750,863,991,1,68,0,667,757,931,808,714,144,289,570,450,100,4,0,119,913,583,909,1,38,0,648,596,413,cfcf3b9ae4211f2cf44fc1049d3fcf31d9f6fcc6
2025-01-23T01:58:58.138000+00:00,134.0.6974.0,857,746,759,304,928,804,788,945,0,967,821,628,911,750,216,0,711,627,417,136.0a1-nightly,908,957,148,840,577,468,100,4,0,119,750,863,991,1,68,0,667,757,931,833,713,144,304,545,501,100,4,0,119,913,583,909,1,38,0,648,596,389,eb78c18f83a97a696c4293facc05c7b877b49fd6
2025-01-24T00:40:46.607000+00:00,134.0.6976.0,849,750,763,289,937,782,788,947,0,967,821,628,911,750,212,0,699,607,429,136.0a1-nightly,908,957,148,840,577,468,100,4,0,119,750,863,991,1,68,0,667,757,931,825,718,144,289,570,501,100,4,0,119,913,583,909,1,38,0,634,575,401,2eafc9af5c0af68be0eb95d18422545a5316d0fa
2025-01-26T21:33:33.241000+00:00,134.0.6982.0,849,750,746,304,911,782,788,945,0,967,821,628,911,750,212,0,699,627,435,136.0a1-nightly,908,956,148,840,577,468,100,4,0,119,750,863,991,1,68,0,667,757,931,825,718,141,304,562,501,100,4,0,119,913,583,909,1,38,0,634,596,407,7063191470f790e0ac0d476f7ff909b06cc73b6d
2025-02-12T02:07:16.195000+00:00,135.0.7013.0,880,746,763,275,920,760,788,945,1000,967,821,628,849,750,216,0,705,627,449,137.0a1-nightly,932,957,148,840,585,468,100,4,400,119,750,659,991,1,68,0,679,757,937,837,714,144,275,562,475,100,4,400,119,913,583,847,1,38,0,646,596,418,33a575c29f4d98c2c9aa2c489ba6db31a09110ae
2025-02-14T00:45:24.934000+00:00,135.0.7017.0,880,751,763,304,954,804,788,947,1000,935,821,628,911,750,212,500,693,627,443,137.0a1-nightly,932,957,148,840,577,468,100,4,400,119,750,659,991,1,68,500,679,757,937,837,720,144,304,562,501,100,4,400,119,913,583,909,1,38,500,632,596,412,ecebb3dd9d2e1d60df3101edf06f013bd45b444d
2025-02-15T01:51:42.599000+00:00,135.0.7019.0,880,749,755,333,945,760,788,942,1000,967,821,628,911,750,223,500,717,627,461,137.0a1-nightly,932,957,148,840,577,468,100,4,400,119,750,659,991,1,68,500,679,757,937,837,716,144,333,570,475,100,4,400,119,913,583,909,1,41,500,646,596,430,1b9dd3dfaf40e254f104d79077b4ee27ff1fed25
2025-02-17T02:40:28.879000+00:00,135.0.7020.0,880,755,763,376,928,782,788,947,1000,967,821,628,911,750,218,500,680,627,449,137.0a1-nightly,932,957,148,840,585,468,100,4,400,119,750,659,991,1,68,500,679,757,937,837,722,144,376,553,475,100,4,400,119,913,583,909,1,41,500,619,596,418,4ea48fec4b3c96437838c2fd5c4436d0a1b7a547
2025-02-18T00:31:38.197000+00:00,135.0.7022.0,880,745,759,376,945,804,788,947,1000,967,821,628,911,750,216,500,717,627,455,137.0a1-nightly,932,957,148,840,577,468,100,4,400,119,750,659,991,1,68,500,679,282,937,837,714,144,376,562,501,100,4,400,119,913,583,909,1,41,500,567,305,424,09b2cb43d8dbfb5b3e960f8808ecfdf17826d80d
2025-02-20T01:24:27.569000+00:00,135.0.7025.0,873,746,763,347,928,804,777,947,1000,967,821,628,911,750,220,500,717,627,461,137.0a1-nightly,932,957,148,840,585,468,111,4,400,119,750,659,991,1,68,500,679,757,937,829,715,144,347,570,501,111,4,400,119,913,583,909,1,41,500,567,596,430,b8a7a402361fdb7e6a1cc69b44943cfdb9a4a788
2025-02-22T01:52:57.400000+00:00,135.0.7029.0,873,754,755,376,954,797,777,947,1000,967,821,628,911,750,220,500,717,627,437,137.0a1-nightly,932,957,148,840,577,468,111,4,400,119,750,659,991,1,68,500,679,757,937,829,722,144,376,562,501,111,4,400,119,913,583,909,1,41,500,567,596,406,49fb90991e7d13ec8c71bde510c832edbb56b18e
2025-02-22T19:54:41.418000+00:00,135.0.7033.0,873,745,760,376,954,804,777,947,1000,967,821,628,911,750,216,500,705,627,443,137.0a1-nightly,932,958,148,840,585,468,111,4,400,119,750,659,991,1,68,500,679,757,937,829,715,144,376,578,501,111,4,400,119,913,583,909,1,41,500,567,596,412,3250a8d86c26f1e194fda2e8a13c2a83f0efda58
2025-02-25T00:46:31.141000+00:00,135.0.7035.0,873,748,760,362,928,804,777,947,1000,967,821,628,911,750,216,500,705,627,455,137.0a1-nightly,932,958,148,840,577,468,111,4,400,119,750,659,991,1,68,500,679,757,937,829,716,144,362,562,501,111,4,400,119,913,583,909,1,41,500,567,596,424,092e1df62b17a27e7658334ee585c102fa25478d
2025-02-27T02:11:42.447000+00:00,135.0.7039.0,880,751,763,376,937,760,777,947,1000,935,821,655,911,750,216,500,717,627,443,137.0a1-nightly,932,958,148,840,585,468,111,4,400,119,750,659,991,1,68,500,679,757,937,837,719,144,376,562,450,111,4,400,87,913,610,909,1,41,500,567,596,412,e50a7c2776a7304f4ef323657319d1a9116ad022
2025-03-04T00:20:39.728000+00:00,135.0.7049.0,873,750,750,347,937,782,777,945,1000,967,821,696,911,750,223,500,705,627,449,138.0a1-nightly,932,958,148,840,577,468,111,4,400,838,750,719,1000,1,68,500,679,757,963,829,719,144,347,562,475,111,4,400,806,913,651,911,1,41,500,555,596,443,81ac81e04240623c165b364accaac6205f33bbd9
2025-04-25T00:52:06.245000+00:00,137.0.7145.0,880,770,758,376,957,826,777,947,1000,967,1000,674,911,733,227,500,717,128,461,139.0a1-nightly,932,960,147,840,735,717,1000,4,1000,838,928,719,1000,1,45,816,877,750,987,837,739,147,376,709,775,777,4,1000,806,928,628,911,1,41,500,606,138,454,a2f37cdddaa70de9718fbabf21edf45ff14e2200
2025-04-26T21:32:36.776000+00:00,137.0.7150.0,857,770,753,376,957,826,777,947,1000,967,1000,674,911,733,226,500,717,128,455,139.0a1-nightly,932,960,147,840,735,717,1000,4,1000,838,928,719,1000,1,510,816,877,282,987,813,740,147,376,709,775,777,4,1000,806,928,628,911,1,203,500,606,138,448,cae0369c7e2b6b4c6568843f73c7e1a5a3aae9b8
2025-04-29T02:25:24.627000+00:00,137.0.7151.0,880,770,758,376,957,826,777,947,1000,967,1000,674,911,733,220,500,717,128,455,140.0a1-nightly,908,960,147,840,735,717,1000,4,1000,838,928,719,1000,1,514,816,877,750,987,837,739,147,376,709,775,777,4,1000,806,928,628,911,1,197,500,606,138,448,1d1ca6bbce33f961f05f87b7765e4720ec916d11
2025-05-10T07:43:52.904000+00:00,138.0.7175.0,904,769,758,376,957,826,777,947,1000,967,1000,674,911,733,232,500,717,128,461,140.0a1-nightly,924,960,147,840,913,717,1000,4,1000,838,928,719,1000,1,613,816,877,750,987,853,739,147,376,887,775,777,4,1000,806,928,628,911,1,209,500,606,138,454,71cfdb5b75d3e350e8e7e34df3732c17c3c49aa4
2025-05-25T21:56:58.040000+00:00,138.0.7202.0,892,769,756,376,898,826,777,947,1000,967,1000,674,911,733,225,500,729,200,461,140.0a1-nightly,928,971,147,840,913,717,1000,4,1000,838,928,954,1000,1,613,816,877,819,987,856,748,147,376,836,775,777,4,1000,806,928,628,911,1,213,500,606,196,454,cef176257c341ca4eae7f2d898d217c8717e217b
2025-05-26T18:12:49.072000+00:00,138.0.7204.0,892,769,758,376,898,826,777,947,1000,967,1000,674,911,733,235,500,729,200,461,141.0a1-nightly,928,971,147,840,913,717,1000,4,1000,838,928,954,1000,1,613,816,877,819,987,856,749,147,376,836,775,777,4,1000,806,928,628,911,1,219,500,606,196,454,e1b27be06b43787a001b7297c4e0fabdd276560f
2025-05-28T01:45:53.054000+00:00,139.0.7205.0,892,769,753,376,957,826,777,947,1000,967,1000,674,911,733,236,500,729,200,461,141.0a1-nightly,928,971,147,840,947,717,1000,4,1000,838,928,954,1000,1,617,816,986,819,987,857,748,147,376,921,775,777,4,1000,806,928,628,911,1,220,500,716,196,454,3c6154fddcb5fa3208a3cafdf38a7c16093a19d6
2025-05-31T00:40:17.251000+00:00,139.0.7211.0,884,769,758,376,957,826,788,947,1000,967,1000,674,911,733,240,500,729,200,461,141.0a1-nightly,928,971,147,840,972,717,991,4,1000,838,928,954,1000,1,648,816,986,819,987,849,749,147,376,947,775,783,4,1000,806,928,628,911,1,220,500,716,196,454,85aa29ff0b4dbc4f7eff07f723943b126461787f
2025-06-01T01:52:01.678000+00:00,139.0.7214.0,892,768,753,376,957,826,788,947,1000,967,1000,674,911,733,236,500,729,200,461,141.0a1-nightly,928,971,147,840,972,717,991,4,1000,838,928,954,1000,1,640,816,986,819,987,857,748,147,376,947,775,783,4,1000,806,928,628,911,1,220,500,716,196,454,a1dcc969c7db5ac73d9b9eeb349949e7e639f3fd
2025-06-03T01:43:37.667000+00:00,139.0.7217.0,892,769,758,376,957,826,788,947,1000,967,1000,674,911,733,236,500,729,200,461,141.0a1-nightly,928,971,147,840,964,717,991,4,1000,838,928,954,1000,1,671,816,986,819,987,857,749,147,376,938,775,783,4,1000,806,928,628,911,1,224,500,716,196,454,3c02617a2b7d810a863d96ac8f562f618bdf6350
2025-06-12T00:28:17.563000+00:00,139.0.7234.0,892,770,758,376,957,826,788,947,1000,967,1000,674,911,733,236,500,851,200,485,141.0a1-nightly,988,971,147,840,972,717,1000,4,1000,838,892,954,1000,1,678,816,974,350,987,880,750,147,376,947,775,788,4,1000,806,892,628,911,1,228,500,826,196,472,34280863512ca14aa9e96cd151501fea5c0e3556
2025-06-14T02:16:11.253000+00:00,139.0.7239.0,892,769,756,376,948,826,788,947,1000,967,1000,674,911,733,236,500,851,200,485,141.0a1-nightly,988,971,147,840,972,717,1000,4,1000,838,892,954,1000,1,678,816,974,819,987,880,749,147,376,938,775,788,4,1000,806,892,628,911,1,224,500,826,196,472,e8d5e5d8541bdca68774040dd9c12e41b52d0732
2025-06-27T01:53:01.447000+00:00,140.0.7263.0,869,773,758,376,957,869,788,947,1000,967,1000,674,911,733,243,500,851,200,485,142.0a1-nightly,988,971,147,898,973,717,1000,4,1000,838,892,954,1000,971,732,816,974,837,987,857,753,147,376,948,825,788,4,1000,806,892,628,911,728,227,500,826,196,472,96f7e9c41696896c8670b9aa934a49b6da33100f
2025-06-28T01:17:57.294000+00:00,140.0.7266.0,892,774,756,376,957,869,788,947,1000,967,1000,674,911,733,243,500,851,200,485,142.0a1-nightly,988,971,147,898,973,717,1000,4,1000,838,892,954,1000,971,732,816,974,837,987,880,754,147,376,948,825,788,4,1000,806,892,628,911,728,227,500,826,196,472,fd824c06162e4508f216120d01e949c2cc447100
2025-07-05T01:11:08.580000+00:00,140.0.7282.0,916,774,758,376,957,869,788,947,1000,967,1000,674,911,733,244,500,863,200,485,142.0a1-nightly,964,973,147,971,973,717,1000,4,1000,838,964,954,1000,971,743,1000,986,837,987,880,755,147,376,948,825,788,4,1000,806,964,628,911,728,228,500,850,196,472,b281d07f3ead48995b9a2e94259d292e22cd5dd9
2025-07-12T01:46:07.949000+00:00,140.0.7291.0,884,775,760,376,957,869,833,947,1000,967,1000,674,911,733,244,500,863,200,485,142.0a1-nightly,988,973,147,1000,973,717,1000,4,1000,838,964,954,1000,971,743,1000,986,837,987,873,756,147,376,948,825,833,4,1000,806,964,628,911,728,228,500,850,196,472,4424f5958b96b8efe206319512c3226bcf7cef51
2025-08-20T02:15:43.735000+00:00,141.0.7367.0,884,774,739,376,949,1000,833,940,1000,967,1000,617,1000,733,244,500,863,200,485,144.0a1-nightly,988,985,147,1000,973,978,1000,4,1000,900,964,954,1000,971,804,1000,986,794,987,873,763,147,376,939,978,833,4,1000,868,964,571,1000,728,224,500,850,196,472,6b05e1defbdcc3483c36525ebdf5e2a47ec24218
2025-08-24T16:50:39.121000+00:00,141.0.7375.0,797,750,718,376,915,913,764,920,1000,935,964,617,1000,728,232,500,851,200,467,144.0a1-nightly,988,985,147,1000,973,978,1000,4,1000,900,964,954,1000,966,850,1000,986,812,987,785,741,140,376,905,913,764,4,1000,838,928,571,1000,724,220,500,838,196,454,701d395a621b9428046b25c098579180e879a01d
2025-08-28T00:52:03.496000+00:00,141.0.7380.0,892,774,744,376,966,1000,798,939,1000,967,1000,617,1000,750,244,500,863,215,485,144.0a1-nightly,988,985,147,1000,973,978,1000,4,1000,900,964,954,1000,966,854,1000,986,837,987,880,763,147,376,956,978,798,4,1000,868,964,571,1000,724,236,500,850,212,472,24234ae57b11711d1883c84defd412bc739bf5de
2025-09-08T02:15:06.519000+00:00,142.0.7402.0,916,770,749,376,966,1000,798,937,1000,967,1000,617,1000,750,244,500,863,215,485,144.0a1-nightly,988,985,147,1000,973,978,1000,4,1000,900,964,954,1000,966,850,1000,986,837,987,904,760,147,376,956,978,798,4,1000,868,964,571,1000,724,236,500,850,212,472,9394077edeaa8bde7b666cb16bda9f6ee12b1ed6
