date,firefox-version,firefox-interop-2023-events,firefox-interop-2024-layout,firefox-interop-2025-anchor-positioning,firefox-interop-2025-backdrop-filter,firefox-interop-2025-core-web-vitals,firefox-interop-2025-details,firefox-interop-2025-modules,firefox-interop-2025-navigation,firefox-interop-2025-remove-mutation-events,firefox-interop-2025-scope,firefox-interop-2025-scrollend,firefox-interop-2025-storageaccess,firefox-interop-2025-textdecoration,firefox-interop-2025-urlpattern,firefox-interop-2025-view-transitions,firefox-interop-2025-webassembly,firefox-interop-2025-webcompat,firefox-interop-2025-webrtc,firefox-interop-2025-writingmodes,interop-interop-2023-events,interop-interop-2024-layout,interop-interop-2025-anchor-positioning,interop-interop-2025-backdrop-filter,interop-interop-2025-core-web-vitals,interop-interop-2025-details,interop-interop-2025-modules,interop-interop-2025-navigation,interop-interop-2025-remove-mutation-events,interop-interop-2025-scope,interop-interop-2025-scrollend,interop-interop-2025-storageaccess,interop-interop-2025-textdecoration,interop-interop-2025-urlpattern,interop-interop-2025-view-transitions,interop-interop-2025-webassembly,interop-interop-2025-webcompat,interop-interop-2025-webrtc,interop-interop-2025-writingmodes,revision,metadata-revision
2025-03-08T09:00:17,20250308090017,953,957,241,826,554,567,989,21,1000,843,916,988,1000,1,370,400,777,808,911,953,957,241,826,554,567,989,21,1000,843,916,988,1000,1,370,500,777,808,970,690b763720b4e1de5a454714ad58b3b05f6503f4,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-09T09:02:50,20250309090250,953,957,241,826,554,567,989,21,1000,843,916,988,1000,1,374,400,777,808,911,953,957,241,826,554,567,989,21,1000,843,916,988,1000,1,374,500,777,808,970,f18201ee1e36ebc08faead363cd58f90d9769b6a,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-08T21:17:07,20250308211707,953,957,241,826,563,567,989,21,1000,843,916,985,1000,1,370,400,777,808,911,953,957,241,826,563,567,989,21,1000,843,916,985,1000,1,370,500,777,808,970,871252f625a644bb2a2513e2cd5db844db1a1e8e,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-09T21:18:26,20250309211826,953,957,241,826,563,567,989,21,1000,843,916,988,1000,1,374,400,777,808,911,953,957,241,826,563,567,989,21,1000,843,916,988,1000,1,374,500,777,808,970,df246d46dadf672fb65cd9fd8f42b35f1195868e,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-01T09:03:48,20250201090348,953,957,241,826,563,567,978,7,0,840,916,902,991,1,275,0,595,808,880,953,957,241,826,563,567,978,7,0,840,916,902,991,1,275,0,727,808,943,eb7c95baf7aa4d0ffb27fb353d97dcb2fa138676,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-01T21:33:43,20250201213343,953,957,241,826,554,567,978,7,0,840,916,905,991,1,275,0,595,808,880,953,957,241,826,554,567,978,7,0,840,916,905,991,1,275,0,727,808,943,ef6ed1744c194b739808213a1f4b7f2eac8edc8c,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-02T09:12:56,20250202091256,953,957,241,826,563,567,978,7,0,840,916,909,991,1,275,0,595,808,880,953,957,241,826,563,567,978,7,0,840,916,909,991,1,275,0,727,808,943,e121bc6cfed2220a78be12521cb30c007632369d,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-02T21:06:25,20250202210625,953,957,241,826,546,567,978,7,0,840,916,905,991,1,275,0,595,808,880,953,957,241,826,546,567,978,7,0,840,916,905,991,1,275,0,727,808,943,fc959685b9d936a86aff02d97793931c414a8600,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-03T09:52:40,20250203095240,953,957,241,826,563,567,978,7,0,840,916,909,991,1,275,0,595,808,880,953,957,241,826,563,567,978,7,0,840,916,909,991,1,275,0,727,808,943,e63c3cb08527628aa38c00463d24a56d01666392,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-03T13:23:39,20250203132339,953,957,241,826,563,567,978,7,0,840,916,909,991,1,275,0,595,808,880,953,957,241,826,563,567,978,7,0,840,916,909,991,1,275,0,727,808,943,e571552c235724fbce9b1ceaedf4bff73093eaa7,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-03T15:39:12,20250203153912,953,957,241,826,546,567,978,7,0,840,916,905,991,1,275,0,595,808,880,953,957,241,826,546,567,978,7,0,840,916,905,991,1,275,0,727,808,943,a7fa47e1394c4d6f6f20843c42c51a01707698c0,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-03T21:14:56,20250203211456,953,957,241,826,563,567,978,7,0,840,916,909,991,1,275,0,595,808,880,953,957,241,826,563,567,978,7,0,840,916,909,991,1,275,0,727,808,943,29c957dc0c6f710ef5e2471560a1f49e7c655db9,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-04T04:46:01,20250204044601,953,957,241,826,563,567,978,7,0,840,916,902,991,1,275,0,595,808,880,953,957,241,826,563,567,978,7,0,840,916,902,991,1,275,0,727,808,943,e073391a5799a7178745f40ae8d0420c7ce03987,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-04T09:32:33,20250204093233,953,957,241,826,563,567,978,7,0,840,916,905,991,1,275,0,595,808,880,953,957,241,826,563,567,978,7,0,840,916,905,991,1,275,0,727,808,943,116f7388b664d4cd38f659c33ec79593065cdfbb,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-04T21:40:27,20250204214027,953,957,241,826,554,567,978,7,0,840,916,909,991,1,275,0,595,808,880,953,957,241,826,554,567,978,7,0,840,916,909,991,1,275,0,727,808,943,1a07567906ae594ec8d3b9dae672f4186b22f557,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-05T09:57:34,20250205095734,953,946,241,813,554,567,978,7,0,840,0,0,991,1,275,0,595,808,874,953,946,241,813,554,567,978,7,0,840,0,0,991,1,275,0,727,808,937,5041c20ccabb22016a82288a40bc13d845dfe2fe,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-05T16:56:59,20250205165659,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,595,808,880,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,727,808,943,e96db7f2fc84bf31d8081316be884a96496fecb6,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-06T04:08:03,20250206040803,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,595,808,880,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,727,808,943,731d4b2dcdc5955ba826a55077d5d5ba4b8e1ea8,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-06T09:44:55,20250206094455,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,595,808,880,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,727,808,943,07a0cb2f7e34ebb46ee90565c0953bcde60d7572,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-06T16:16:48,20250206161648,953,957,241,826,546,567,978,7,400,840,916,905,991,1,275,0,595,808,880,953,957,241,826,546,567,978,7,400,840,916,905,991,1,275,0,727,808,943,5223a9e8f62812d59d3daaedadb64d1be3c8757b,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-07T01:45:20,20250207014520,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,595,808,880,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,727,808,943,85e412c100ff681c6ca609e74031545b750ea7bf,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-07T04:55:58,20250207045558,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,595,808,880,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,727,808,943,f53d61ffefac1a2b4273cc6c2422a9ba77cdd46b,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-07T16:40:09,20250207164009,953,957,241,826,554,567,978,7,400,840,916,902,991,1,275,0,595,808,880,953,957,241,826,554,567,978,7,400,840,916,902,991,1,275,0,727,808,943,ce0f77cae5a91e2cb4b1ec859117e08aa1182c52,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-08T09:16:03,20250208091603,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,595,808,880,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,727,808,943,053595a05e65a82d622a6b86d3d7854b977d15b2,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-08T21:03:38,20250208210338,953,957,241,826,554,567,978,7,400,840,916,905,991,1,275,0,595,808,880,953,957,241,826,554,567,978,7,400,840,916,905,991,1,275,0,727,808,943,429a5fdfd430c5cdc51bd66c1174816ae9921b1e,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-09T09:29:44,20250209092944,953,957,241,826,563,567,978,7,400,840,916,909,991,1,275,0,595,808,880,953,957,241,826,563,567,978,7,400,840,916,909,991,1,275,0,727,808,943,e71782bd0a2af0ff7242a9ab17ae1ed1d1580b29,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-09T21:20:51,20250209212051,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,595,808,880,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,727,808,943,804f06781c29e65269decaa33e0ddf60f2e5da46,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-10T09:30:33,20250210093033,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,595,808,880,953,957,241,826,554,567,978,7,400,840,916,909,991,1,275,0,727,808,943,9e1ae12b6d8fff72093f3671c1d702b4c38c4099,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-10T21:39:27,20250210213927,953,957,241,826,554,567,978,7,400,840,916,897,991,1,275,0,595,808,886,953,957,241,826,554,567,978,7,400,840,916,897,991,1,275,0,727,808,943,dabc3564fa3a922b2336541b737cb27ae04f4d3a,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-11T09:01:30,20250211090130,953,957,241,826,554,567,978,7,400,840,916,894,991,1,275,0,595,808,886,953,957,241,826,554,567,978,7,400,840,916,894,991,1,275,0,727,808,943,321052fb2ab50a954f9d31d198275891b5fed615,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-11T15:21:47,20250211152147,953,957,241,826,546,567,978,7,400,840,916,894,991,1,275,0,595,808,886,953,957,241,826,546,567,978,7,400,840,916,894,991,1,275,0,727,808,943,7c1bc15bf24eac12fb47cf83c9809026729b3c51,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-11T21:47:55,20250211214755,953,957,241,826,554,567,978,7,400,840,916,897,991,1,275,0,595,808,886,953,957,241,826,554,567,978,7,400,840,916,897,991,1,275,0,727,808,943,7f5fd9b4d3452ee1132204bda40042e760dfeef4,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-12T11:01:29,20250212110129,953,957,241,826,554,567,978,7,400,840,916,897,991,1,275,400,595,808,886,953,957,241,826,554,567,978,7,400,840,916,897,991,1,275,500,727,808,943,d5ed6c63e9083edcb16e118ce7fe484c61d4d71f,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-12T16:11:31,20250212161131,953,957,241,826,554,567,978,7,400,840,916,891,991,1,275,400,595,808,886,953,957,241,826,554,567,978,7,400,840,916,891,991,1,275,500,727,808,943,67ec343f7371867197cf934cb798dd9bb4630bd2,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-13T09:36:44,20250213093644,953,957,241,826,554,567,978,21,400,840,916,897,991,1,275,400,595,808,886,953,957,241,826,554,567,978,21,400,840,916,897,991,1,275,500,727,808,943,53b5bbe21356d6817bf01f05ff05b44a44b084f3,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-13T20:52:00,20250213205200,953,957,241,826,563,567,978,21,400,840,916,894,991,1,282,400,595,808,886,953,957,241,826,563,567,978,21,400,840,916,894,991,1,282,500,727,808,943,641278271fbd4e8cda6525517d7869ec6420117e,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-14T04:59:17,20250214045917,953,957,241,826,563,567,978,21,400,840,916,897,991,1,282,400,595,808,886,953,957,241,826,563,567,978,21,400,840,916,897,991,1,282,500,727,808,943,f1f1f90d7579da2e7dc9d1b77b05d60267277edc,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-14T09:55:24,20250214095524,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,400,595,808,886,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,500,727,808,943,ffddf6c98dc7cfec5eb11ceb7d16e9160165dfee,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-14T21:51:52,20250214215152,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,400,595,808,886,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,500,727,808,943,8e442c6e776594983158fd04b5331f1378f5f0dd,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-15T09:23:23,20250215092323,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,400,595,808,886,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,500,727,808,943,7296101dba52b25f2b40eae5c379eac7c427a084,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-15T21:12:07,20250215211207,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,400,595,808,886,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,500,727,808,943,5a1f8c0bb78ff37be91664aed64b57dff695a627,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-16T08:52:20,20250216085220,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,400,595,808,886,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,500,727,808,943,cf7361dece4422f6856832cee0bd62317861c993,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-16T21:50:04,20250216215004,953,957,241,826,563,567,978,21,400,840,916,897,991,1,282,400,595,808,886,953,957,241,826,563,567,978,21,400,840,916,897,991,1,282,500,727,808,943,f58704c01d87aca9fb884b9a1714e89c224cb589,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-17T09:20:40,20250217092040,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,400,595,808,886,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,500,727,808,943,508a834f0ff79106c6275478fd256464c39ef368,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-17T15:35:14,20250217153514,953,957,241,826,563,567,978,21,400,840,916,894,991,1,282,400,595,808,886,953,957,241,826,563,567,978,21,400,840,916,894,991,1,282,500,727,808,943,749544d5d463ad3bc864266996d264131ebc026e,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-17T21:11:47,20250217211147,953,957,241,826,563,567,978,21,400,840,916,897,991,1,282,400,595,808,886,953,957,241,826,563,567,978,21,400,840,916,897,991,1,282,500,727,808,943,5350be581fafe1882951f1e89c0c8cbb4aaf2370,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-18T04:51:41,20250218045141,953,957,241,826,554,567,978,21,400,840,916,894,991,1,282,400,595,808,886,953,957,241,826,554,567,978,21,400,840,916,894,991,1,282,500,727,808,943,9577e996d5d731fa0ecdff2a15857b24c8a99e59,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-18T09:31:15,20250218093115,953,956,241,826,563,567,978,21,400,840,916,897,991,1,282,400,595,808,886,953,956,241,826,563,567,978,21,400,840,916,897,991,1,282,500,727,808,943,86f04c8644c25df559f4d2e525ad43666056ab5f,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-18T16:06:34,20250218160634,953,957,241,826,563,567,978,21,400,840,916,897,991,1,282,400,595,808,886,953,957,241,826,563,567,978,21,400,840,916,897,991,1,282,500,727,808,943,e4ef0bdde522fc4c8cf2ed2e89b09c8540a7a5f9,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-18T20:54:41,20250218205441,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,400,595,808,886,953,957,241,826,554,567,978,21,400,840,916,897,991,1,282,500,727,808,943,f47117ef97a7314f4c3d0f844b7c908b0c97038c,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-19T04:59:09,20250219045909,953,957,241,826,554,567,989,21,400,840,916,897,991,1,282,400,595,808,886,953,957,241,826,554,567,989,21,400,840,916,897,991,1,282,500,727,808,943,6143c13b1e80492f5badeb415c57e887362dbc63,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-19T09:38:41,20250219093841,953,957,241,826,563,567,989,21,400,840,916,887,991,1,300,400,595,808,886,953,957,241,826,563,567,989,21,400,840,916,887,991,1,300,500,727,808,943,ac2b765f864daa388e22f822db75dbdd153249ad,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-19T21:53:46,20250219215346,953,957,241,826,563,567,989,21,400,840,916,891,991,1,300,400,595,808,886,953,957,241,826,563,567,989,21,400,840,916,891,991,1,300,500,595,808,943,06d540d058a12f54fed2eecd06083ed8bd3a1417,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-20T09:01:59,20250220090159,953,957,241,826,563,567,989,21,400,840,916,894,991,1,300,400,595,808,886,953,957,241,826,563,567,989,21,400,840,916,894,991,1,300,500,595,808,943,48a6708ddfbe11dabbc86deeec38083171f1b500,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-20T16:49:02,20250220164902,953,957,241,826,554,567,989,21,400,840,916,897,991,1,300,400,595,808,886,953,957,241,826,554,567,989,21,400,840,916,897,991,1,300,500,595,808,943,a156fd1b3f748024a29279871f79684a32a20bcd,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-21T09:54:38,20250221095438,953,957,241,826,554,567,989,21,400,840,916,894,991,1,300,400,595,808,886,953,957,241,826,554,567,989,21,400,840,916,894,991,1,300,500,595,808,943,54c1adbab9fb0376a3a0521762af1e52070bb2a5,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-21T16:58:21,20250221165821,953,957,241,826,554,567,989,21,400,840,916,897,991,1,300,400,595,808,886,953,957,241,826,554,567,989,21,400,840,916,897,991,1,300,500,595,808,943,2cf34b3c9e6115e24043da1a5e48d3e272d37d4d,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-22T09:14:45,20250222091445,953,957,241,826,554,567,989,21,400,840,916,897,991,1,300,400,595,808,886,953,957,241,826,554,567,989,21,400,840,916,897,991,1,300,500,595,808,943,0af7a39fb3e13a48ef366fdb2532896cdf7a119f,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-22T21:36:24,20250222213624,953,957,241,826,554,567,989,21,400,840,916,891,991,1,304,400,595,808,886,953,957,241,826,554,567,989,21,400,840,916,891,991,1,304,500,595,808,943,7a7d2fb4b923dc1dcc6d2825606570cb7feb743b,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-23T09:38:28,20250223093828,953,957,241,826,554,567,989,21,400,840,916,897,991,1,304,400,595,808,886,953,957,241,826,554,567,989,21,400,840,916,897,991,1,304,500,595,808,943,3196f540b6efbdd693e037a3b03a61ef6fe7f6fc,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-24T09:41:39,20250224094139,953,957,241,826,563,567,989,21,400,840,916,891,991,1,304,400,595,808,886,953,957,241,826,563,567,989,21,400,840,916,891,991,1,304,500,595,808,943,f75c525bb3939748df0341e9401d8bc7ea42009d,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-24T17:07:55,20250224170755,953,957,241,826,563,567,989,21,400,840,916,897,991,1,304,400,595,808,886,953,957,241,826,563,567,989,21,400,840,916,897,991,1,304,500,595,808,943,a3d508507022919429308d9c2d9cace99ff2be56,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-25T09:30:56,20250225093056,953,957,241,826,563,567,989,21,400,840,916,897,991,1,304,400,595,808,886,953,957,241,826,563,567,989,21,400,840,916,897,991,1,304,500,595,808,943,5ec13fd9a7552d965aee757985c15fc027c02e6b,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-25T21:45:49,20250225214549,953,957,241,826,554,567,989,21,400,840,916,894,991,1,304,400,595,808,886,953,957,241,826,554,567,989,21,400,840,916,894,991,1,304,500,595,808,943,74fc528d64f449162e2eda609969a49e96c0965b,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-26T09:02:06,20250226090206,953,957,241,826,563,567,989,21,400,840,916,891,991,1,304,400,595,808,886,953,957,241,826,563,567,989,21,400,840,916,891,991,1,304,500,595,808,943,ab543854c3d899d2a6c1f73d60e931d990194708,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-27T09:04:15,20250227090415,953,957,241,826,563,567,989,21,400,840,916,897,991,1,370,400,595,808,911,953,957,241,826,563,567,989,21,400,840,916,897,991,1,370,500,595,808,970,a7b709e4e4fa320e15ae82f8a0b7b1a43dadd6d5,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-27T21:52:52,20250227215252,953,957,241,826,563,567,989,21,400,840,916,894,991,1,370,400,595,808,911,953,957,241,826,563,567,989,21,400,840,916,894,991,1,370,500,595,808,970,d0efb392c1783f46f27a946f48e3ef729ecd3675,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-28T09:37:37,20250228093737,953,957,241,826,554,567,989,21,400,840,916,897,991,1,370,400,595,808,911,953,957,241,826,554,567,989,21,400,840,916,897,991,1,370,500,595,808,970,6670c56b24fc14170446a83f2ba4d0738cb881f2,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-02-28T17:15:35,20250228171535,953,957,241,826,563,567,989,21,400,840,916,897,1000,1,363,400,595,808,911,953,957,241,826,563,567,989,21,400,840,916,897,1000,1,363,500,595,808,970,c8dfbf5b03425b6e0c4a648aa8fdcd9ef570cff2,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-01T09:17:11,20250301091711,953,957,241,826,554,567,989,21,400,843,916,897,1000,1,367,400,595,808,911,953,957,241,826,554,567,989,21,400,843,916,897,1000,1,367,500,595,808,970,47a0883cd600b4ac8c09c145a91b9303439159a3,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-01T21:43:34,20250301214334,953,957,241,826,563,567,989,21,400,843,916,894,1000,1,370,400,595,808,911,953,957,241,826,563,567,989,21,400,843,916,894,1000,1,370,500,595,808,970,178cb2408fefe83f667fca8a0a491d61752c55fe,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-02T09:18:28,20250302091828,953,957,241,826,554,567,989,21,400,843,916,891,1000,1,374,400,595,808,911,953,957,241,826,554,567,989,21,400,843,916,891,1000,1,374,500,595,808,970,2879c26ed4ccd7a9b005c95872bbf91bde6dc001,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-02T21:33:19,20250302213319,953,957,241,826,563,567,989,21,400,843,916,897,1000,1,370,400,595,808,911,953,957,241,826,563,567,989,21,400,843,916,897,1000,1,370,500,595,808,970,543c21c8e3522666952061bdfbeef2300733243d,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
2025-03-03T09:00:51,20250303090051,953,957,241,826,554,567,989,21,400,843,916,897,1000,1,367,400,595,808,911,953,957,241,826,554,567,989,21,400,843,916,897,1000,1,367,500,595,808,970,55ed172f026357b4adecadea071cb51085f15c77,7f9f673acc53774ba2241bc2d850fa8ca0f161f1
