category,score
interop-2026-anchor-positioning,1000
interop-2026-attr,1000
interop-2026-container-style-queries,1000
interop-2026-contrast-color,988
interop-2026-custom-highlights,980
interop-2026-dialogs-and-popovers,1000
interop-2026-fetch,846
interop-2026-indexeddb,1000
interop-2026-jspi-for-wasm,1000
interop-2026-media-pseudo-classes,0
interop-2026-navigation,999
interop-2026-scoped-custom-element-registries,1000
interop-2026-scroll-driven-animations,966
interop-2026-scroll-snap,950
interop-2026-shape,1000
interop-2026-view-transitions,997
interop-2026-webcompat,888
interop-2026-webrtc,878
interop-2026-webtransport,659
interop-2026-zoom,1000
