category,score
interop-2023-events,930
interop-2023-property,984
interop-2023-url,865
interop-2024-accessibility,954
interop-2024-dir,989
interop-2024-dsd,1000
interop-2024-font-size-adjust,1000
interop-2024-indexeddb,996
interop-2024-layout,998
interop-2024-nesting,871
interop-2024-popover,997
interop-2024-relative-color,148
interop-2024-scrollbar,1000
interop-2024-starting-style-transition-behavior,951
interop-2024-text-wrap,649
interop-2024-video-rvfc,1000
interop-2024-websockets,928
