category,score
interop-2023-events,498
interop-2023-property,916
interop-2023-url,996
interop-2024-accessibility,915
interop-2024-dir,945
interop-2024-dsd,968
interop-2024-font-size-adjust,1000
interop-2024-indexeddb,920
interop-2024-layout,926
interop-2024-nesting,706
interop-2024-popover,963
interop-2024-relative-color,82
interop-2024-scrollbar,482
interop-2024-starting-style-transition-behavior,933
interop-2024-text-wrap,1000
interop-2024-video-rvfc,861
interop-2024-websockets,1000
