category,score
interop-2023-events,753
interop-2023-property,919
interop-2023-url,897
interop-2024-accessibility,967
interop-2024-dir,868
interop-2024-dsd,909
interop-2024-font-size-adjust,1000
interop-2024-indexeddb,989
interop-2024-layout,936
interop-2024-nesting,1000
interop-2024-popover,1000
interop-2024-relative-color,165
interop-2024-scrollbar,631
interop-2024-starting-style-transition-behavior,958
interop-2024-text-wrap,1000
interop-2024-video-rvfc,83
interop-2024-websockets,1000
