category,score
interop-2023-events,1000
interop-2024-layout,987
interop-2025-anchor-positioning,811
interop-2025-backdrop-filter,1000
interop-2025-core-web-vitals,982
interop-2025-details,1000
interop-2025-modules,1000
interop-2025-navigation,901
interop-2025-remove-mutation-events,1000
interop-2025-scope,1000
interop-2025-scrollend,1000
interop-2025-storageaccess,1000
interop-2025-textdecoration,1000
interop-2025-urlpattern,998
interop-2025-view-transitions,908
interop-2025-webassembly,1000
interop-2025-webcompat,1000
interop-2025-webrtc,1000
interop-2025-writingmodes,1000
