category,score
interop-2023-events,843
interop-2023-property,937
interop-2023-url,868
interop-2024-accessibility,915
interop-2024-dir,920
interop-2024-dsd,999
interop-2024-font-size-adjust,732
interop-2024-indexeddb,982
interop-2024-layout,740
interop-2024-nesting,696
interop-2024-popover,876
interop-2024-relative-color,196
interop-2024-scrollbar,342
interop-2024-starting-style-transition-behavior,920
interop-2024-text-wrap,590
interop-2024-video-rvfc,750
interop-2024-websockets,214
