category,score
interop-2021-transforms,860
interop-2022-scrolling,937
interop-2022-subgrid,827
interop-2023-color,880
interop-2023-contain,715
interop-2023-container,896
interop-2023-cssborderimage,934
interop-2023-cssmasking,803
interop-2023-events,675
interop-2023-flexbox,859
interop-2023-fonts,944
interop-2023-forms,833
interop-2023-grid,856
interop-2023-has,918
interop-2023-inert,1000
interop-2023-mathfunctions,999
interop-2023-mediaqueries,877
interop-2023-modules,993
interop-2023-motion,827
interop-2023-offscreencanvas,972
interop-2023-property,1000
interop-2023-pseudos,847
interop-2023-url,997
interop-2023-webcodecs,948
interop-2023-webcompat,965
interop-2023-webcomponents,1000
