category,score
interop-2021-transforms,975
interop-2022-scrolling,937
interop-2022-subgrid,894
interop-2023-color,992
interop-2023-contain,824
interop-2023-container,937
interop-2023-cssborderimage,1000
interop-2023-cssmasking,895
interop-2023-events,675
interop-2023-flexbox,940
interop-2023-fonts,999
interop-2023-forms,859
interop-2023-grid,908
interop-2023-has,969
interop-2023-inert,1000
interop-2023-mathfunctions,999
interop-2023-mediaqueries,1000
interop-2023-modules,993
interop-2023-motion,902
interop-2023-offscreencanvas,915
interop-2023-property,999
interop-2023-pseudos,999
interop-2023-url,997
interop-2023-webcodecs,948
interop-2023-webcompat,1000
interop-2023-webcomponents,1000
