category,score
interop-2023-events,820
interop-2024-layout,944
interop-2025-anchor-positioning,673
interop-2025-backdrop-filter,810
interop-2025-core-web-vitals,44
interop-2025-details,724
interop-2025-modules,862
interop-2025-navigation,4
interop-2025-remove-mutation-events,1000
interop-2025-scope,792
interop-2025-scrollend,17
interop-2025-storageaccess,443
interop-2025-textdecoration,784
interop-2025-urlpattern,1000
interop-2025-view-transitions,877
interop-2025-webassembly,0
interop-2025-webcompat,698
interop-2025-webrtc,786
interop-2025-writingmodes,727
