category,score
interop-2023-events,885
interop-2023-property,992
interop-2023-url,899
interop-2024-accessibility,975
interop-2024-dir,990
interop-2024-dsd,1000
interop-2024-font-size-adjust,1000
interop-2024-indexeddb,999
interop-2024-layout,942
interop-2024-nesting,1000
interop-2024-popover,1000
interop-2024-relative-color,149
interop-2024-scrollbar,1000
interop-2024-starting-style-transition-behavior,958
interop-2024-text-wrap,1000
interop-2024-video-rvfc,833
interop-2024-websockets,1000
