category,score
interop-2021-transforms,976
interop-2022-scrolling,937
interop-2022-subgrid,881
interop-2023-color,990
interop-2023-contain,820
interop-2023-container,858
interop-2023-cssborderimage,1000
interop-2023-cssmasking,881
interop-2023-events,603
interop-2023-flexbox,938
interop-2023-fonts,979
interop-2023-forms,852
interop-2023-grid,906
interop-2023-has,941
interop-2023-inert,1000
interop-2023-mathfunctions,914
interop-2023-mediaqueries,999
interop-2023-modules,945
interop-2023-motion,659
interop-2023-offscreencanvas,867
interop-2023-property,937
interop-2023-pseudos,934
interop-2023-url,953
interop-2023-webcodecs,678
interop-2023-webcompat,938
interop-2023-webcomponents,954
