category,score
interop-2026-anchor-positioning,941
interop-2026-attr,117
interop-2026-container-style-queries,47
interop-2026-contrast-color,1000
interop-2026-custom-highlights,711
interop-2026-dialogs-and-popovers,968
interop-2026-fetch,713
interop-2026-indexeddb,41
interop-2026-jspi-for-wasm,76
interop-2026-media-pseudo-classes,0
interop-2026-navigation,896
interop-2026-scoped-custom-element-registries,15
interop-2026-scroll-driven-animations,84
interop-2026-scroll-snap,597
interop-2026-shape,964
interop-2026-view-transitions,791
interop-2026-webcompat,888
interop-2026-webrtc,608
interop-2026-webtransport,780
interop-2026-zoom,1000
