category,score
interop-2023-events,841
interop-2023-property,937
interop-2023-url,869
interop-2024-accessibility,963
interop-2024-dir,930
interop-2024-dsd,1000
interop-2024-font-size-adjust,751
interop-2024-indexeddb,969
interop-2024-layout,751
interop-2024-nesting,914
interop-2024-popover,906
interop-2024-relative-color,197
interop-2024-scrollbar,489
interop-2024-starting-style-transition-behavior,983
interop-2024-text-wrap,649
interop-2024-video-rvfc,750
interop-2024-websockets,928
