category,score
interop-2023-events,935
interop-2023-property,999
interop-2023-url,957
interop-2024-accessibility,999
interop-2024-dir,930
interop-2024-dsd,1000
interop-2024-font-size-adjust,840
interop-2024-indexeddb,960
interop-2024-layout,743
interop-2024-nesting,923
interop-2024-popover,878
interop-2024-relative-color,948
interop-2024-scrollbar,489
interop-2024-starting-style-transition-behavior,972
interop-2024-text-wrap,941
interop-2024-video-rvfc,1000
interop-2024-websockets,928
