category,score
interop-2023-events,897
interop-2024-layout,962
interop-2025-anchor-positioning,942
interop-2025-backdrop-filter,985
interop-2025-core-web-vitals,497
interop-2025-details,949
interop-2025-modules,1000
interop-2025-navigation,947
interop-2025-remove-mutation-events,1000
interop-2025-scope,997
interop-2025-scrollend,982
interop-2025-storageaccess,988
interop-2025-textdecoration,1000
interop-2025-urlpattern,1000
interop-2025-view-transitions,965
interop-2025-webassembly,1000
interop-2025-webcompat,804
interop-2025-webrtc,948
interop-2025-writingmodes,991
