category,score
interop-2023-events,785
interop-2023-property,998
interop-2023-url,997
interop-2024-accessibility,847
interop-2024-dir,922
interop-2024-dsd,778
interop-2024-font-size-adjust,1000
interop-2024-indexeddb,968
interop-2024-layout,928
interop-2024-nesting,763
interop-2024-popover,930
interop-2024-relative-color,122
interop-2024-scrollbar,506
interop-2024-starting-style-transition-behavior,183
interop-2024-text-wrap,470
interop-2024-video-rvfc,500
interop-2024-websockets,1000
