category,score
interop-2023-events,908
interop-2024-layout,775
interop-2025-anchor-positioning,753
interop-2025-backdrop-filter,362
interop-2025-core-web-vitals,957
interop-2025-details,1000
interop-2025-modules,798
interop-2025-navigation,940
interop-2025-remove-mutation-events,1000
interop-2025-scope,962
interop-2025-scrollend,1000
interop-2025-storageaccess,617
interop-2025-textdecoration,1000
interop-2025-urlpattern,750
interop-2025-view-transitions,244
interop-2025-webassembly,500
interop-2025-webcompat,863
interop-2025-webrtc,215
interop-2025-writingmodes,485
