category,score
interop-2021-transforms,949
interop-2022-scrolling,937
interop-2022-subgrid,894
interop-2023-color,988
interop-2023-contain,808
interop-2023-container,945
interop-2023-cssborderimage,1000
interop-2023-cssmasking,885
interop-2023-events,675
interop-2023-flexbox,934
interop-2023-fonts,999
interop-2023-forms,846
interop-2023-grid,901
interop-2023-has,944
interop-2023-inert,1000
interop-2023-mathfunctions,997
interop-2023-mediaqueries,1000
interop-2023-modules,993
interop-2023-motion,902
interop-2023-offscreencanvas,972
interop-2023-property,1000
interop-2023-pseudos,966
interop-2023-url,997
interop-2023-webcodecs,912
interop-2023-webcompat,1000
interop-2023-webcomponents,1000
