category,score
interop-2023-events,1000
interop-2023-property,930
interop-2023-url,974
interop-2024-accessibility,802
interop-2024-dir,831
interop-2024-dsd,984
interop-2024-font-size-adjust,1000
interop-2024-indexeddb,966
interop-2024-layout,939
interop-2024-nesting,959
interop-2024-popover,948
interop-2024-relative-color,50
interop-2024-scrollbar,1000
interop-2024-starting-style-transition-behavior,183
interop-2024-text-wrap,895
interop-2024-video-rvfc,83
interop-2024-websockets,1000
