category,score
interop-2021-transforms,984
interop-2022-scrolling,937
interop-2022-subgrid,881
interop-2023-color,987
interop-2023-contain,819
interop-2023-container,886
interop-2023-cssborderimage,1000
interop-2023-cssmasking,900
interop-2023-events,536
interop-2023-flexbox,938
interop-2023-fonts,981
interop-2023-forms,859
interop-2023-grid,907
interop-2023-has,921
interop-2023-inert,1000
interop-2023-mathfunctions,931
interop-2023-mediaqueries,1000
interop-2023-modules,945
interop-2023-motion,723
interop-2023-offscreencanvas,937
interop-2023-property,906
interop-2023-pseudos,968
interop-2023-url,990
interop-2023-webcodecs,797
interop-2023-webcompat,992
interop-2023-webcomponents,1000
