category,score
interop-2023-events,928
interop-2024-layout,1000
interop-2025-anchor-positioning,958
interop-2025-backdrop-filter,971
interop-2025-core-web-vitals,744
interop-2025-details,891
interop-2025-modules,955
interop-2025-navigation,987
interop-2025-remove-mutation-events,1000
interop-2025-scope,1000
interop-2025-scrollend,1000
interop-2025-storageaccess,696
interop-2025-textdecoration,906
interop-2025-urlpattern,971
interop-2025-view-transitions,994
interop-2025-webassembly,500
interop-2025-webcompat,975
interop-2025-webrtc,132
interop-2025-writingmodes,1000
