category,score
interop-2023-events,1000
interop-2023-property,1000
interop-2023-url,868
interop-2024-accessibility,882
interop-2024-dir,1000
interop-2024-dsd,908
interop-2024-font-size-adjust,892
interop-2024-indexeddb,997
interop-2024-layout,998
interop-2024-nesting,782
interop-2024-popover,946
interop-2024-relative-color,197
interop-2024-scrollbar,1000
interop-2024-starting-style-transition-behavior,921
interop-2024-text-wrap,647
interop-2024-video-rvfc,750
interop-2024-websockets,214
