category,score
interop-2023-events,988
interop-2024-layout,971
interop-2025-anchor-positioning,147
interop-2025-backdrop-filter,840
interop-2025-core-web-vitals,972
interop-2025-details,815
interop-2025-modules,1000
interop-2025-navigation,4
interop-2025-remove-mutation-events,1000
interop-2025-scope,812
interop-2025-scrollend,892
interop-2025-storageaccess,954
interop-2025-textdecoration,1000
interop-2025-urlpattern,1
interop-2025-view-transitions,678
interop-2025-webassembly,816
interop-2025-webcompat,974
interop-2025-webrtc,350
interop-2025-writingmodes,987
