category,score
interop-2021-transforms,972
interop-2022-scrolling,937
interop-2022-subgrid,786
interop-2023-color,991
interop-2023-contain,811
interop-2023-container,858
interop-2023-cssborderimage,998
interop-2023-cssmasking,881
interop-2023-events,465
interop-2023-flexbox,935
interop-2023-fonts,979
interop-2023-forms,850
interop-2023-grid,906
interop-2023-has,915
interop-2023-inert,1000
interop-2023-mathfunctions,912
interop-2023-mediaqueries,999
interop-2023-modules,952
interop-2023-motion,663
interop-2023-offscreencanvas,896
interop-2023-property,937
interop-2023-pseudos,882
interop-2023-url,992
interop-2023-webcodecs,649
interop-2023-webcompat,944
interop-2023-webcomponents,1000
