category,score
interop-2026-anchor-positioning,737
interop-2026-attr,998
interop-2026-container-style-queries,947
interop-2026-contrast-color,1000
interop-2026-custom-highlights,644
interop-2026-dialogs-and-popovers,828
interop-2026-fetch,686
interop-2026-indexeddb,1000
interop-2026-jspi-for-wasm,1000
interop-2026-media-pseudo-classes,0
interop-2026-navigation,990
interop-2026-scoped-custom-element-registries,966
interop-2026-scroll-driven-animations,901
interop-2026-scroll-snap,809
interop-2026-shape,922
interop-2026-view-transitions,469
interop-2026-webcompat,888
interop-2026-webrtc,506
interop-2026-webtransport,237
interop-2026-zoom,964
