category,score
interop-2026-anchor-positioning,994
interop-2026-attr,998
interop-2026-container-style-queries,834
interop-2026-contrast-color,1000
interop-2026-custom-highlights,683
interop-2026-dialogs-and-popovers,755
interop-2026-fetch,771
interop-2026-indexeddb,1000
interop-2026-jspi-for-wasm,1000
interop-2026-media-pseudo-classes,733
interop-2026-navigation,860
interop-2026-scoped-custom-element-registries,933
interop-2026-scroll-driven-animations,971
interop-2026-scroll-snap,698
interop-2026-shape,916
interop-2026-view-transitions,984
interop-2026-webcompat,777
interop-2026-webrtc,965
interop-2026-webtransport,644
interop-2026-zoom,969
